"d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "isgru" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "identif" "lsize" "razd" "raz92d" "duacq" "dusco" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm"
0 0 0 0 0 121 117 108 18 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10604" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 2 148 147 156 8 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10608" NA "0" "0" 0 0 0 0 0 1 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 142 141 145 12 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10609" NA "0" "0" 1 1 0 0 0 1 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 3 1 0 81 83 86 8 0 1989-01-01 14254 5270 29632 773 26 747 287 4611 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10610" 10.2966101374459 "1" "1" 0 0 0 1 0 0 0.0395922966605204 0.966364812419146 0.236170866625691 10.2966101374459 0.808654235860552 "1" 0.11015317264026 "0"
0 0 3 1 0 81 83 86 8 0 1990-01-01 15941 7401 30329 1579 540 1039 1101 3574 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10610" 10.319859629483 "1" "1" 0 0 0 1 0 0 0.0676463028018165 0.658011399620013 0.15311455745009 10.319859629483 0.886655074983699 "0" 0.116473494204826 "0"
0 0 3 1 0 81 83 86 8 0 1991-01-01 13832 10822 30999 926 -271 1197 1387 6320 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10610" 10.3417102248825 "1" "1" 0 0 0 1 0 0 0.0375598280197939 1.292656587473 0.256347854303561 10.3417102248825 0.958094098883573 "1" 0.129344816950258 "0"
0 0 9 0 0 154 159 167 4 1 1989-01-01 20743 24377 35540 2651 679 1972 3912 20465 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10611" 10.4784141017086 "0" "0" 1 0 0 1 0 0 0.0587544326241135 0.743870237646171 0.453568262411348 10.4784141017086 0.808654235860552 "0" 0.11015317264026 "0"
0 0 9 0 0 154 159 167 4 1 1990-01-01 19774 27431 35236 3073 489 2584 3335 24096 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10611" 10.4698235662297 "0" "0" 1 0 0 1 0 0 0.0650990361190552 0.840872111942727 0.510454401016841 10.4698235662297 0.886655074983699 "0" 0.116473494204826 "0"
0 0 9 0 0 154 159 167 4 1 1991-01-01 23204 31658 31466 2824 -203 3027 2819 28839 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10611" 10.3566628768004 "0" "0" 1 0 0 1 0 0 0.0514746090189931 1.07188385269122 0.525664394298421 10.3566628768004 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 0 0 188 NA 0 1989-01-01 46625 13567 80239 11818 11414 404 238 7370 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10614" 11.292764959946 "0" "0" 0 0 0 1 0 0 0.196338383838384 0.0341851413098663 0.122441520467836 11.292764959946 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 0 0 188 NA 0 1990-01-01 46475 27216 81538 12361 11410 951 308 9887 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10614" 11.3088244482333 "0" "0" 0 0 0 1 0 0 0.167740972438968 0.0769355230159372 0.134168351630457 11.3088244482333 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 0 0 188 NA 0 1991-01-01 41860 36496 73040 9594 7121 2473 275 16034 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10614" 11.1987625152689 "0" "0" 0 0 0 1 0 0 0.122441165960488 0.257765269960392 0.20463014957374 11.1987625152689 0.958094098883573 "0" 0.129344816950258 "0"
0 0 3 0 0 167 157 146 32 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10615" NA "1" "1" 0 0 0 0 0 1 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 3 0 0 179 184 191 60 0 1989-01-01 18947 6620 30980 0.1 -723 613 1021 5581 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10622" 10.3410971139709 "1" "1" 0 0 0 0 0 1 3.91129189971448e-06 -5.57272727272727 0.218289200923065 10.3410971139709 0.808654235860552 "0" 0.11015317264026 "0"
0 0 3 0 0 179 184 191 60 0 1990-01-01 25760 7746 37963 4777 4012 765 1253 6403 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10622" 10.5443672801596 "1" "1" 0 0 0 0 0 1 0.142571479734973 0.160142348754448 0.191100101474363 10.5443672801596 0.886655074983699 "0" 0.116473494204826 "0"
0 0 3 0 0 179 184 191 60 0 1991-01-01 26118 10164 45166 5827 5018 809 2343 7758 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10622" 10.7180998703772 "1" "1" 0 0 0 0 0 1 0.160603053855907 0.138836451003947 0.213825037208533 10.7180998703772 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 105 105 105 3 1 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10624" NA "0" "0" 0 0 0 0 0 1 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 105 105 105 3 1 1990-01-01 16608 7321 17150 1057 42 1015 77 7244 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10624" 9.74975345259409 "0" "0" 0 0 0 0 0 1 0.0441723431819132 0.960264900662252 0.302728906347946 9.74975345259409 0.886655074983699 "1" 0.116473494204826 "0"
0 0 0 0 0 105 105 105 3 1 1991-01-01 16437 3655 16130 0.603 -3076 1473 51 3604 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10624" 9.68843617111926 "0" "0" 0 0 0 0 0 1 3.00119450527573e-05 -0.91890205864005 0.179374875572367 9.68843617111926 0.958094098883573 "0" 0.129344816950258 "0"
1 2 1 3 0 41 42 39 12 1 1989-01-01 5903 2252 16256 1371 1169 202 150 2033 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10626" 9.69621735037821 "1" "1" 1 0 0 1 0 0 0.168117719190681 0.147337709700948 0.249294911097486 9.69621735037821 0.808654235860552 "0" 0.11015317264026 "0"
1 2 1 3 0 41 42 39 12 1 1990-01-01 5807 2266 21078 -231 -536 305 224 1972 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10626" 9.95598512149388 "1" "1" 1 0 0 1 0 0 -0.0286138981791156 -1.32034632034632 0.244271026879723 9.95598512149388 0.886655074983699 "0" 0.116473494204826 "0"
1 2 1 3 0 41 42 39 12 1 1991-01-01 9432 1582 20124 1731 1446 285 172 1342 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10626" 9.90966841161121 "1" "1" 1 0 0 1 0 0 0.157163609950971 0.164644714038128 0.121844924641366 9.90966841161121 0.958094098883573 "0" 0.129344816950258 "1"
0 0 0 0 0 0 0 127 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10627" NA "0" "0" 0 0 0 0 1 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 2 0 160 152 131 44 1 1989-01-01 23894 12927 26307 3368 2244 1124 3491 9282 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10628" 10.1775903424475 "0" "0" 1 0 0 1 0 0 0.0914695418375384 0.333729216152019 0.252084408353928 10.1775903424475 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 2 0 160 152 131 44 1 1990-01-01 22485 12094 31337 1620 789 831 2833 9060 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10628" 10.3525547870142 "0" "0" 1 0 0 1 0 0 0.046849243760664 0.512962962962963 0.262008733624454 10.3525547870142 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 2 0 160 152 131 44 1 1991-01-01 22514 12060 31452 1949 1105 844 2833 9059 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10628" 10.3562178531114 "0" "0" 1 0 0 1 0 0 0.0563718401110661 0.433042585941508 0.262017701162723 10.3562178531114 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 239 221 207 55 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10631" NA "0" "0" 1 0 0 0 1 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 230 231 239 12 1 1989-01-01 43793 20323 67104 1038 -464 1502 199 9771 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10633" 11.1139989337016 "0" "0" 1 0 0 0 1 0 0.0161894067003556 1.44701348747592 0.15239565787011 11.1139989337016 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 230 231 239 12 1 1990-01-01 43442 21527 70055 2656 210 2446 0 10303 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10633" 11.1570359268053 "0" "0" 1 0 0 0 1 0 0.0408810355708107 0.920933734939759 0.158583324354692 11.1570359268053 0.886655074983699 "1" 0.116473494204826 "0"
0 0 0 0 0 230 231 239 12 1 1991-01-01 46859 25669 75119 3063 323 2740 0 14198 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10633" 11.2268288017595 "0" "0" 1 0 0 0 1 0 0.0422319655857048 0.89454782892589 0.195758879329362 11.2268288017595 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 2 457 491 511 12 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10637" NA "0" "0" 0 0 0 0 0 1 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 110 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10641" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 9 0 0 151 148 141 17 0 1989-01-01 16458 10494 24228 1721 743 978 76 10025 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10644" 10.0952642681008 "0" "0" 0 0 0 1 0 0 0.0638542594241615 0.568274259151656 0.371957554170377 10.0952642681008 0.808654235860552 "0" 0.11015317264026 "0"
0 0 9 0 0 151 148 141 17 0 1990-01-01 18220 10259 22021 1214 27 1187 116 9737 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10644" 9.99975182250619 "0" "0" 0 0 0 1 0 0 0.042627901260578 0.977759472817133 0.341901049896415 9.99975182250619 0.886655074983699 "1" 0.116473494204826 "0"
0 0 9 0 0 151 148 141 17 0 1991-01-01 14371 4996 25892 2046 641 1405 70 4498 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10644" 10.1616893196654 "0" "0" 0 0 0 1 0 0 0.105643620591728 0.686705767350929 0.23225073578768 10.1616893196654 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 122 126 130 8 0 1989-01-01 13185 7621 31232 1745 134 1611 323 6730 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10646" 10.3491984892128 "0" "0" 0 0 0 1 0 0 0.0838700374891858 0.923209169054441 0.323464385273479 10.3491984892128 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 122 126 130 8 0 1990-01-01 13911 7008 39115 2898 595 2303 287 6385 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10646" 10.5742613041192 "0" "0" 0 0 0 1 0 0 0.138534346766098 0.794685990338164 0.305224915148908 10.5742613041192 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 122 126 130 8 0 1991-01-01 25836 7599 38963 2629 719 1910 217 7046 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10646" 10.5703677568454 "0" "0" 0 0 0 1 0 0 0.0786301779572304 0.726511981742107 0.210737251383281 10.5703677568454 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 147 137 132 78 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10647" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 146 138 138 30 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10653" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
1 0 0 0 0 182 163 165 4 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10654" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 9 0 176 179 182 84 0 1989-01-01 22735 25131 43929 1163 0.399 2562 2240 22266 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10656" 10.6903299732234 "0" "0" 0 0 0 1 0 0 0.0242969957798855 0.999844286545538 0.465173609660302 10.6903299732234 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 9 0 176 179 182 84 0 1990-01-01 21791 24487 43065 3606 450 3156 1612 22361 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10656" 10.6704658812233 "0" "0" 0 0 0 1 0 0 0.077920394139764 0.875207986688852 0.483188556117378 10.6704658812233 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 9 0 176 179 182 84 0 1991-01-01 23038 25883 45624 3786 506 3280 1400 23919 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10656" 10.7281891728364 "0" "0" 0 0 0 1 0 0 0.0773900778806648 0.86634970945589 0.488931133868891 10.7281891728364 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 0 0 114 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10660" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 1 158 192 199 42 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10661" NA "0" "0" 1 0 0 1 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 1 158 192 199 42 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10661" NA "0" "0" 1 0 0 1 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 1 158 192 199 42 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10661" NA "0" "0" 1 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 112 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10665" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 206 215 217 64 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10666" NA "0" "0" 1 0 0 1 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 206 215 217 64 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10666" NA "0" "0" 1 0 0 1 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 206 215 217 64 0 1991-01-01 47639 8857 58119 2529 297 2232 59 7998 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10666" 10.9702479117551 "0" "0" 1 0 0 1 0 0 0.0447642310960068 0.882562277580071 0.141567544604928 10.9702479117551 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 152 144 137 12 0 1989-01-01 11825 2660 19297 2027 1708 319 31 2617 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10669" 9.86770492239636 "0" "0" 1 0 0 1 0 0 0.139937866758716 0.157375431672422 0.180669658267173 9.86770492239636 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 152 144 137 12 0 1990-01-01 11094 4625 20611 1392 933 459 39 4567 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10669" 9.9335801928433 "0" "0" 1 0 0 1 0 0 0.0885552516063363 0.329741379310345 0.290540110694064 9.9335801928433 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 152 144 137 12 0 1991-01-01 10346 4685 18872 1051 685 366 23 4613 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10669" 9.84543462108751 "0" "0" 1 0 0 1 0 0 0.0699221608675404 0.348239771646051 0.306899075244495 9.84543462108751 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 240 232 231 23 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10671" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 170 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10673" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 102 NA 0 1989-01-01 13504 3669 23362 1493 1355 138 813 1962 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10674" 10.0588660497156 "0" "0" 0 0 0 1 0 0 0.0869387992779363 0.0924313462826524 0.114249111978105 10.0588660497156 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 0 0 102 NA 0 1990-01-01 12124 3972 11211 628 532 96 781 2398 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10674" 9.32465071815359 "0" "0" 0 0 0 1 0 0 0.0390159045725646 0.152866242038217 0.14898111332008 9.32465071815359 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 0 0 102 NA 0 1991-01-01 13246 4511 23348 718 504 214 935 2794 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10674" 10.0582666063237 "0" "0" 0 0 0 1 0 0 0.0404347581235569 0.298050139275766 0.157346398603368 10.0582666063237 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 97 97 97 24 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10675" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
3 0 0 0 2 95 102 114 3 0 1989-01-01 24867 12029 44287 6608 5437 1171 668 10964 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10676" 10.6984464592427 "1" "1" 1 0 0 1 0 0 0.179098005203816 0.177209443099274 0.297159583694709 10.6984464592427 0.808654235860552 "0" 0.11015317264026 "0"
3 0 0 0 2 95 102 114 3 0 1990-01-01 32198 39487 45444 7014 2869 4145 9767 29424 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10676" 10.7242360776898 "1" "1" 1 0 0 1 0 0 0.09784473739276 0.590960935272313 0.410462439840971 10.7242360776898 0.886655074983699 "0" 0.116473494204826 "0"
3 0 0 0 2 95 102 114 3 0 1991-01-01 35680 41659 40903 -2079 -6580 4501 8469 32961 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10676" 10.6189586889742 "1" "1" 1 0 0 1 0 0 -0.0268816509135106 -2.16498316498316 0.426188598249266 10.6189586889742 0.958094098883573 "0" 0.129344816950258 "0"
0 0 1 1 0 102 100 103 12 1 1989-01-01 16661 0 20556 -266 -267 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10678" 9.93090814811212 "0" "0" 0 0 0 1 0 0 -0.0159654282456035 -0.0037593984962406 0 9.93090814811212 0.808654235860552 "0" 0.11015317264026 "1"
0 0 1 1 0 102 100 103 12 1 1990-01-01 17499 0 22347 1626 1596 30 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10678" 10.0144473628444 "0" "0" 0 0 0 1 0 0 0.0929195954054517 0.018450184501845 0 10.0144473628444 0.886655074983699 "0" 0.116473494204826 "1"
0 0 1 1 0 102 100 103 12 1 1991-01-01 20296 4766 21074 1522 1277 245 0 4766 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10678" 9.95579533215947 "0" "0" 0 0 0 1 0 0 0.0607293911100471 0.160972404730618 0.190168382411619 9.95579533215947 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 149 157 163 12 1 1989-01-01 10735 6218 18630 2233 1906 327 16 1203 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10679" 9.83252846359563 "0" "0" 0 0 0 1 0 0 0.13171710021825 0.146439767129422 0.0709608918775438 9.83252846359563 0.808654235860552 "0" 0.11015317264026 "1"
0 0 0 0 0 149 157 163 12 1 1990-01-01 11433 6223 21356 2331 1971 360 132 1323 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10679" 9.96908800962008 "0" "0" 0 0 0 1 0 0 0.132023108291799 0.154440154440154 0.0749320344358858 9.96908800962008 0.886655074983699 "0" 0.116473494204826 "1"
0 0 0 0 0 149 157 163 12 1 1991-01-01 13822 6815 21231 2127 1786 341 343 3320 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10679" 9.9632176567439 "0" "0" 0 0 0 1 0 0 0.10306730629452 0.160319699106723 0.160876096331831 9.9632176567439 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 236 235 233 11 0 1989-01-01 27822 14006 59872 2388 367 2021 130 13853 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10682" 10.9999642290738 "0" "0" 0 0 0 1 0 0 0.0570909438653533 0.846314907872697 0.331189633738166 10.9999642290738 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 236 235 233 11 0 1990-01-01 31513 15299 63429 2240 276 1964 151 13323 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10682" 11.057676449093 "0" "0" 0 0 0 1 0 0 0.0478509783816116 0.876785714285714 0.284606511150987 11.057676449093 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 236 235 233 11 0 1991-01-01 34162 25449 62645 2727 0.18 2845 235 21635 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10682" 11.0452391486797 "0" "0" 0 0 0 1 0 0 0.0457465903943903 0.999936735109905 0.362936370804046 11.0452391486797 0.958094098883573 "1" 0.129344816950258 "0"
1 0 0 0 1 195 212 196 12 1 1989-01-01 16446 6060 29092 2038 1744 294 29 5917 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10685" 10.2782185012744 "0" "0" 0 0 0 1 0 0 0.090553630143073 0.144259077526987 0.262907669066027 10.2782185012744 0.808654235860552 "0" 0.11015317264026 "0"
1 0 0 0 1 195 212 196 12 1 1990-01-01 18335 6741 30861 1256 899 357 18 6649 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10685" 10.3372485297991 "0" "0" 0 0 0 1 0 0 0.050087733290796 0.284235668789809 0.265153932046578 10.3372485297991 0.886655074983699 "0" 0.116473494204826 "0"
1 0 0 0 1 195 212 196 12 1 1991-01-01 21072 8967 32623 2573 2180 393 113 8778 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10685" 10.3927728400639 "0" "0" 0 0 0 1 0 0 0.0856553147574819 0.152739992226972 0.292220113851992 10.3927728400639 0.958094098883573 "0" 0.129344816950258 "0"
9 0 9 9 0 118 117 106 19 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10686" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 150 146 142 28 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10689" NA "0" "0" 1 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 2 0 156 158 166 54 1 1989-01-01 25108 9287 48300 4217 3288 929 191 6369 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "10697" 10.7851868396407 "0" "0" 1 0 0 1 0 0 0.122605029800843 0.220298790609438 0.185172263410379 10.7851868396407 0.808654235860552 "0" 0.11015317264026 "0"
