"identif" "d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "lsize" "razd" "raz95d" "duacq" "dusco" "durg" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "persist" "eta"
113 NA NA NA NA NA NA NA NA NA "1994-01-01" 6952 770 7325 413 157 256 53 651 NA 0 0 13 13 13 34 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.89904843388527 0 0 0 0 0 1 0 0 0 0.0534835534835535 0.619854721549637 0.0843045843045843 8.89904843388527 0.894230769230769 0 0.111177201406444 1 0 34
115 NA NA NA NA NA NA NA NA NA "1992-01-01" 2009 279 2884 169 117 52 0 260 NA NA NA 14 14 13 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.96693349840484 NA 0 0 0 0 0 1 0 0 0.0738636363636364 0.307692307692308 0.113636363636364 7.96693349840484 0.998156685158956 0 0.123483853912901 1 0 12
115 NA NA NA NA NA NA NA NA NA "1993-01-01" 1289 183 2352 226 91 135 0 156 NA NA NA 14 14 13 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.76302130901852 NA 0 0 0 0 0 1 0 0 0.153532608695652 0.597345132743363 0.105978260869565 7.76302130901852 0.994739892944572 0 0.118665919194348 1 0 13
115 NA NA NA NA NA NA NA NA NA "1994-01-01" 1546 104 1951 225 195 30 0 77 NA NA NA 14 14 13 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.57609734062311 NA 0 0 0 0 0 1 0 0 0.136363636363636 0.133333333333333 0.0466666666666667 7.57609734062311 0.894230769230769 0 0.111177201406444 1 0 14
120 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 1 0 23 22 20 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 5
120 NA NA NA NA NA NA NA NA NA "1993-01-01" 742 267 1242 25 -6 31 20 247 NA 1 0 23 22 20 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.12447826249342 1 1 0 0 0 1 0 0 0 0.0247770069375619 1.24 0.244796828543112 7.12447826249342 0.994739892944572 1 0.118665919194348 0 0 6
120 NA NA NA NA NA NA NA NA NA "1994-01-01" 1115 266 1272 65 38 27 16 250 NA 1 0 23 22 20 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.14834574390007 1 1 0 0 0 1 0 0 0 0.0470673425054308 0.415384615384615 0.181028240405503 7.14834574390007 0.894230769230769 0 0.111177201406444 0 0 7
137 NA NA NA NA NA NA NA NA NA "1992-01-01" 834 744 3995 51 31 20 51 693 NA 1 1 23 20 18 20 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.29279885820037 1 1 0 0 0 1 0 0 0 0.032319391634981 0.392156862745098 0.439163498098859 8.29279885820037 0.998156685158956 0 0.123483853912901 0 0 18
137 NA NA NA NA NA NA NA NA NA "1993-01-01" 222 714 2666 35 32 3 33 681 NA 1 1 23 20 18 20 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.88833450073865 1 1 0 0 0 1 0 0 0 0.0373931623931624 0.0857142857142857 0.727564102564103 7.88833450073865 0.994739892944572 0 0.118665919194348 0 0 19
137 NA NA NA NA NA NA NA NA NA "1994-01-01" 335 617 1699 22 2 20 18 599 NA 1 1 23 20 18 20 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.43779512167193 1 1 0 0 0 1 0 0 0 0.023109243697479 0.909090909090909 0.629201680672269 7.43779512167193 0.894230769230769 1 0.111177201406444 0 0 20
139 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 15 15 15 18 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 16
139 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 15 15 15 18 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 17
139 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 15 15 15 18 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 18
140 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 38 38 38 29 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 27
140 NA NA NA NA NA NA NA NA NA "1993-01-01" 4 0 0 -2 -2 0 0 0 NA NA NA 38 38 38 29 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 -0.5 0 0 NA 0.994739892944572 0 0.118665919194348 1 0 28
140 NA NA NA NA NA NA NA NA NA "1994-01-01" 3 0 0 0 0 0 0 0 NA NA NA 38 38 38 29 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA 0 NA 0.894230769230769 NA 0.111177201406444 1 0 29
142 NA NA NA NA NA NA NA NA NA "1992-01-01" 918 46 2437 116 81 35 6 39 NA 0 0 19 25 32 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.79852305362521 0 0 1 0 0 1 0 0 0 0.120331950207469 0.301724137931034 0.0404564315352697 7.79852305362521 0.998156685158956 0 0.123483853912901 1 0 13
142 NA NA NA NA NA NA NA NA NA "1993-01-01" 1558 136 4055 457 410 47 13 103 NA 0 0 19 25 32 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.30770596654951 0 0 1 0 0 1 0 0 0 0.269775678866588 0.102844638949672 0.0608028335301063 8.30770596654951 0.994739892944572 0 0.118665919194348 1 0 14
142 NA NA NA NA NA NA NA NA NA "1994-01-01" 2035 333 4630 503 466 37 54 271 NA 0 0 19 25 32 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.44031214708028 0 0 1 0 0 1 0 0 0 0.212415540540541 0.073558648111332 0.114442567567568 8.44031214708028 0.894230769230769 0 0.111177201406444 0 0 15
144 NA NA NA NA NA NA NA NA NA "1992-01-01" 2782 16356 1428 412 97 315 0 13279 NA 0 0 86 86 86 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.26403014289953 0 0 0 0 1 0 1 0 0 0.0215278503500888 0.764563106796116 0.693855157278712 7.26403014289953 0.998156685158956 0 0.123483853912901 0 0 6
144 NA NA NA NA NA NA NA NA NA "1993-01-01" 2654 15327 1532 481 147 334 59 13203 NA 0 0 86 86 86 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.33432935030054 0 0 0 0 1 0 1 0 0 0.0267504588176408 0.694386694386694 0.734275068127468 7.33432935030054 0.994739892944572 0 0.118665919194348 0 0 7
144 NA NA NA NA NA NA NA NA NA "1994-01-01" 1928 27215 1384 311 -37 348 43 13221 NA 0 0 86 86 86 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.23273313617761 0 0 0 0 1 0 1 0 0 0.0106715163160965 1.11897106109325 0.453659540884604 7.23273313617761 0.894230769230769 1 0.111177201406444 0 0 8
149 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 34 34 20 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 12
149 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 34 34 20 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 13
149 NA NA NA NA NA NA NA NA NA "1994-01-01" 1240 2023 2188 356 20 336 0 1074 NA 0 0 34 34 20 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.69074316354187 0 0 0 0 0 0 1 0 0 0.109102053325161 0.943820224719101 0.32914495862703 7.69074316354187 0.894230769230769 1 0.111177201406444 0 0 14
156 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 1 0 36 33 28 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 8
156 NA NA NA NA NA NA NA NA NA "1993-01-01" 2866 6983 2527 0.42 -533 391 0 6979 NA 1 0 36 33 28 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.83478810738819 1 1 0 0 0 0 1 0 0 4.26439232409382e-05 -2.75352112676056 0.708599857853589 7.83478810738819 0.994739892944572 0 0.118665919194348 0 0 9
156 NA NA NA NA NA NA NA NA NA "1994-01-01" 2775 6587 3417 471 -22 493 0 6583 NA 1 0 36 33 28 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.13651825211529 1 1 0 0 0 0 1 0 0 0.0503097628711814 1.04670912951168 0.703161717581713 8.13651825211529 0.894230769230769 1 0.111177201406444 0 0 10
164 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 34 34 34 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 6
164 NA NA NA NA NA NA NA NA NA "1993-01-01" 6410 3840 2350 930 738 192 394 3446 NA NA NA 34 34 34 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.7621706071382 NA 0 0 0 0 1 0 0 0 0.0907317073170732 0.206451612903226 0.33619512195122 7.7621706071382 0.994739892944572 0 0.118665919194348 0 0 7
164 NA NA NA NA NA NA NA NA NA "1994-01-01" 6684 3670 2007 662 325 337 373 3297 NA NA NA 34 34 34 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.60439634879634 NA 0 0 0 0 1 0 0 0 0.0639366428433456 0.509063444108761 0.318427660807417 7.60439634879634 0.894230769230769 0 0.111177201406444 0 0 8
165 NA NA NA NA NA NA NA NA NA "1992-01-01" 7191 1388 9786 800 436 364 0 1382 NA 0 0 35 36 36 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.18870807184907 0 0 0 0 1 1 0 0 0 0.093250961650542 0.455 0.161091036251311 9.18870807184907 0.998156685158956 0 0.123483853912901 0 0 13
165 NA NA NA NA NA NA NA NA NA "1993-01-01" 4759 1370 7674 1180 645 535 0 1290 NA 0 0 35 36 36 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.9455932708069 0 0 0 0 1 1 0 0 0 0.192527329091206 0.453389830508475 0.210474791972589 8.9455932708069 0.994739892944572 0 0.118665919194348 0 0 14
165 NA NA NA NA NA NA NA NA NA "1994-01-01" 5892 1408 9924 480 350 130 0 1386 NA 0 0 35 36 36 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.20271134481169 0 0 0 0 1 1 0 0 0 0.0657534246575342 0.270833333333333 0.18986301369863 9.20271134481169 0.894230769230769 0 0.111177201406444 0 0 15
171 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 28 28 28 16 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 14
171 NA NA NA NA NA NA NA NA NA "1993-01-01" 1033 200 1493 0.4 0.77 37 0 182 NA NA NA 28 28 28 16 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.30854279753919 NA 0 0 0 0 0 0 1 0 0.00032441200324412 0.979613449827906 0.147607461476075 7.30854279753919 0.994739892944572 0 0.118665919194348 0 0 15
171 NA NA NA NA NA NA NA NA NA "1994-01-01" 1315 176 1729 -22 -49 27 0 158 NA NA NA 28 28 28 16 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.45529848568329 NA 0 0 0 0 0 0 1 0 -0.0147551978537894 -1.22727272727273 0.105969148222669 7.45529848568329 0.894230769230769 0 0.111177201406444 1 0 16
172 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 17 16 12 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 12
172 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 17 16 12 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 13
172 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 17 16 12 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 14
175 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 42 42 44 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 24
175 NA NA NA NA NA NA NA NA NA "1993-01-01" 3346 518 2966 328 112 216 4 514 NA 0 0 42 42 44 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.99496952269788 0 0 0 0 0 0 1 0 0 0.0848861283643892 0.658536585365854 0.133022774327122 7.99496952269788 0.994739892944572 0 0.118665919194348 0 0 25
175 NA NA NA NA NA NA NA NA NA "1994-01-01" 3803 997 3901 531 59 472 8 989 NA 0 0 42 42 44 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.26898820950666 0 0 0 0 0 0 1 0 0 0.110625 0.888888888888889 0.206041666666667 8.26898820950666 0.894230769230769 0 0.111177201406444 0 0 26
181 NA NA NA NA NA NA NA NA NA "1992-01-01" 29291 9050 77941 7237 1832 5405 40 8967 NA NA NA 51 51 51 35 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.2637074091927 NA 0 0 0 1 1 0 0 0 0.188753553637099 0.746856432223297 0.233874964137607 11.2637074091927 0.998156685158956 0 0.123483853912901 0 0 33
181 NA NA NA NA NA NA NA NA NA "1993-01-01" 38779 8368 87445 3468 383 3085 54 8213 NA NA NA 51 51 51 35 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3787653032833 NA 0 0 0 1 1 0 0 0 0.0735571722484994 0.889561707035755 0.174199843044096 11.3787653032833 0.994739892944572 0 0.118665919194348 0 0 34
181 NA NA NA NA NA NA NA NA NA "1994-01-01" 33423 8028 72546 3850 198 3652 61 7866 NA NA NA 51 51 51 35 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.1919761224023 NA 0 0 0 1 1 0 0 0 0.0928807507659646 0.948571428571429 0.189766230006514 11.1919761224023 0.894230769230769 1 0.111177201406444 0 0 35
189 NA NA NA NA NA NA NA NA NA "1992-01-01" 10015 18033 17882 131 0.921 2052 412 17621 NA 0 0 NA 55 57 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.79154989929526 0 0 0 0 0 0 0 1 0 0.00467056474614946 0.999551370949004 0.628244438106104 9.79154989929526 0.998156685158956 1 0.123483853912901 0 0 6
189 NA NA NA NA NA NA NA NA NA "1993-01-01" 12312 17045 20721 3091 1092 1999 142 16903 NA 0 0 NA 55 57 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.93890295775708 0 0 0 0 0 0 0 1 0 0.105290050073236 0.646716273050793 0.575774091358109 9.93890295775708 0.994739892944572 0 0.118665919194348 0 0 7
189 NA NA NA NA NA NA NA NA NA "1994-01-01" 13632 17726 29930 8855 7036 1819 172 17172 NA 0 0 NA 55 57 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.3066166008467 0 0 0 0 0 0 0 1 0 0.282384080617386 0.205420666290232 0.547611454812169 10.3066166008467 0.894230769230769 0 0.111177201406444 0 0 8
191 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 70 70 70 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 8
191 NA NA NA NA NA NA NA NA NA "1993-01-01" 1700 2946 7051 639 529 110 545 2399 NA 0 0 70 70 70 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.86092472971904 0 0 0 0 0 0 0 1 0 0.137537666810159 0.172143974960876 0.516358157554886 8.86092472971904 0.994739892944572 0 0.118665919194348 0 0 9
191 NA NA NA NA NA NA NA NA NA "1994-01-01" 1966 3141 5801 132 -7 139 439 2146 NA 0 0 70 70 70 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.66578559546606 0 0 0 0 0 0 0 1 0 0.0258468768357157 1.0530303030303 0.420207558253378 8.66578559546606 0.894230769230769 1 0.111177201406444 0 0 10
201 NA NA NA NA NA NA NA NA NA "1992-01-01" 10510 459 11183 494 189 305 19 440 NA NA NA 40 40 40 35 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.32215004702819 NA 0 0 0 0 0 1 0 0 0.0450360105752575 0.617408906882591 0.0401130458565047 9.32215004702819 0.998156685158956 0 0.123483853912901 1 0 33
201 NA NA NA NA NA NA NA NA NA "1993-01-01" 11364 468 11030 374 191 183 11 457 NA NA NA 40 40 40 35 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.30837411224755 NA 0 0 0 0 0 1 0 0 0.0316091954022989 0.489304812834225 0.0386240703177823 9.30837411224755 0.994739892944572 0 0.118665919194348 1 0 34
201 NA NA NA NA NA NA NA NA NA "1994-01-01" 16963 104 9404 534 360 174 22 81 NA NA NA 40 40 40 35 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.14889040965996 NA 0 0 0 0 0 1 0 0 0.0312884513974336 0.325842696629214 0.0047460010546669 9.14889040965996 0.894230769230769 0 0.111177201406444 1 0 35
206 NA NA NA NA NA NA NA NA NA "1992-01-01" 14574 2210 25203 3738 3032 706 0 2199 NA 0 0 83 84 85 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.134718314033 0 0 0 1 1 1 0 0 0 0.222712106768351 0.188871054039593 0.131017635843661 10.134718314033 0.998156685158956 0 0.123483853912901 0 0 29
206 NA NA NA NA NA NA NA NA NA "1993-01-01" 15586 2491 24076 2948 2426 522 0 2169 NA 0 0 83 84 85 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.0889707726677 0 0 0 1 1 1 0 0 0 0.163080157105714 0.177069199457259 0.119986723460751 10.0889707726677 0.994739892944572 0 0.118665919194348 0 0 30
206 NA NA NA NA NA NA NA NA NA "1994-01-01" 13558 2071 21863 1692 1273 419 0 2071 NA 0 0 83 84 85 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.99255098927689 0 0 0 1 1 1 0 0 0 0.108260285366946 0.247635933806147 0.13251007742018 9.99255098927689 0.894230769230769 0 0.111177201406444 0 0 31
208 NA NA NA NA NA NA NA NA NA "1992-01-01" 7949 2686 10887 154 11 143 38 2612 NA 0 0 95 95 95 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.29532469588118 0 0 0 0 1 0 1 0 0 0.014480488951575 0.928571428571429 0.245604137282558 9.29532469588118 0.998156685158956 0 0.123483853912901 0 0 20
208 NA NA NA NA NA NA NA NA NA "1993-01-01" 10096 6541 12302 -40 -265 225 8 3757 NA 0 0 95 95 95 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.41751712976831 0 0 0 0 1 0 1 0 0 -0.00240427961771954 -5.625 0.225821963094308 9.41751712976831 0.994739892944572 0 0.118665919194348 0 0 21
208 NA NA NA NA NA NA NA NA NA "1994-01-01" 9170 4706 13907 188 0.61 349 14 1993 NA 0 0 95 95 95 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.54014758947861 0 0 0 0 1 0 1 0 0 0.0135485730758144 0.998255198649924 0.143629287979245 9.54014758947861 0.894230769230769 1 0.111177201406444 0 0 22
214 NA NA NA NA NA NA NA NA NA "1992-01-01" 9340 4800 4165 -301 -406 105 0 4781 NA 0 0 208 207 134 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.33447155460094 0 0 0 0 1 0 1 0 0 -0.0212871287128713 -0.348837209302326 0.338118811881188 8.33447155460094 0.998156685158956 0 0.123483853912901 0 0 9
214 NA NA NA NA NA NA NA NA NA "1993-01-01" 6035 5309 9027 2548 2056 492 176 4764 NA 0 0 208 207 134 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.10797536529815 0 0 0 0 1 0 1 0 0 0.224612129760226 0.19309262166405 0.419957686882934 9.10797536529815 0.994739892944572 0 0.118665919194348 0 0 10
214 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 208 207 134 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 1 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 11
225 NA NA NA NA NA NA NA NA NA "1992-01-01" 14992 58314 35585 1516 360 1156 0 58314 NA 0 0 180 200 204 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4796794797334 0 0 0 0 0 1 0 0 0 0.0206804354350258 0.762532981530343 0.795487408943333 10.4796794797334 0.998156685158956 0 0.123483853912901 0 0 12
225 NA NA NA NA NA NA NA NA NA "1993-01-01" 14966 59002 30064 1225 343 882 1598 57404 NA 0 0 180 200 204 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.3110837216532 0 0 0 0 0 1 0 0 0 0.0165612156608263 0.72 0.776065325546182 10.3110837216532 0.994739892944572 0 0.118665919194348 0 0 13
225 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 180 200 204 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 14
227 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 80 75 67 32 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 30
227 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 80 75 67 32 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 31
227 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 80 75 67 32 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 32
230 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 60 60 78 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 7
230 NA NA NA NA NA NA NA NA NA "1993-01-01" 6455 631 14505 1376 854 522 32 586 NA 0 0 60 60 78 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.5822486965555 0 0 0 0 0 1 0 0 0 0.19418571831781 0.379360465116279 0.08269827829523 9.5822486965555 0.994739892944572 0 0.118665919194348 1 0 8
230 NA NA NA NA NA NA NA NA NA "1994-01-01" 9300 550 20476 1425 1043 382 22 517 NA 0 0 60 60 78 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.92700874757747 0 0 0 0 0 1 0 0 0 0.144670050761421 0.268070175438597 0.05248730964467 9.92700874757747 0.894230769230769 0 0.111177201406444 1 0 9
231 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 34 34 35 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 17
231 NA NA NA NA NA NA NA NA NA "1993-01-01" 7975 463 9489 705 286 419 8 430 NA 0 0 34 34 35 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.15788851197376 0 0 0 0 0 0 1 0 0 0.0835506044086276 0.594326241134752 0.0509599431144821 9.15788851197376 0.994739892944572 0 0.118665919194348 1 0 18
231 NA NA NA NA NA NA NA NA NA "1994-01-01" 4039 333 5157 524 70 454 6 302 NA 0 0 34 34 35 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.54811029405096 0 0 0 0 0 0 1 0 0 0.119853613906679 0.866412213740458 0.0690759377859103 8.54811029405096 0.894230769230769 0 0.111177201406444 1 0 19
234 NA NA NA NA NA NA NA NA NA "1992-01-01" 87146 43146 125400 -24771 -32269 7498 330 17352 NA 0 0 89 87 82 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.739263907181 0 0 0 1 1 0 1 0 0 -0.190119117060142 -0.302692664809656 0.133177785282289 11.739263907181 0.998156685158956 0 0.123483853912901 0 0 13
234 NA NA NA NA NA NA NA NA NA "1993-01-01" 33997 44024 55769 3802 -421 4223 163 10478 NA 0 0 89 87 82 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.9289734384357 0 0 0 1 1 0 1 0 0 0.0487304700016662 1.11073119410836 0.134297176401225 10.9289734384357 0.994739892944572 1 0.118665919194348 0 0 14
234 NA NA NA NA NA NA NA NA NA "1994-01-01" 59381 42587 86441 5148 2102 3046 75 9108 NA 0 0 89 87 82 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3672173792721 0 0 0 1 1 0 1 0 0 0.0504864271143888 0.591686091686092 0.0893221402793033 11.3672173792721 0.894230769230769 0 0.111177201406444 1 0 15
236 NA NA NA NA NA NA NA NA NA "1992-01-01" 12237 3170 15238 486 212 274 0 3170 NA 0 0 101 100 99 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.63154758703295 0 0 1 0 1 0 0 0 1 0.0315441033296553 0.563786008230453 0.205750632829233 9.63154758703295 0.998156685158956 0 0.123483853912901 0 0 20
