"identif" "d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "lsize" "razd" "raz95d" "duacq" "dusco" "durg" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "persist" "eta"
8037 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 33 35 39 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 17
8037 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA NA NA 33 35 39 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 18
8037 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA NA NA 33 35 39 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 19
8048 NA NA NA NA NA NA NA NA NA "1992-01-01" 1805 275 2925 168 29 139 159 113 NA 0 0 20 20 20 114 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.98104975966596 0 0 0 0 0 1 0 0 0 0.0807692307692308 0.827380952380952 0.0543269230769231 7.98104975966596 0.998156685158956 0 0.123483853912901 1 0 112
8048 NA NA NA NA NA NA NA NA NA "1993-01-01" 1613 200 2703 151 17 134 105 88 NA 0 0 20 20 20 114 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.90211754627645 0 0 0 0 0 1 0 0 0 0.0832873690016547 0.887417218543046 0.04853833425262 7.90211754627645 0.994739892944572 0 0.118665919194348 1 0 113
8048 NA NA NA NA NA NA NA NA NA "1994-01-01" 1332 247 2193 0.6 0.02 86 59 185 NA 0 0 20 20 20 114 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.69302574841789 0 0 0 0 0 1 0 0 0 0.000379987333755541 0.999767495931179 0.117162761241292 7.69302574841789 0.894230769230769 1 0.111177201406444 0 0 114
8050 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 24 24 24 28 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 26
8050 NA NA NA NA NA NA NA NA NA "1993-01-01" 1968 1808 3905 739 624 115 0 1803 NA 0 0 24 24 24 28 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.27001306227379 0 0 0 0 0 0 0 1 0 0.195709745762712 0.155615696887686 0.477489406779661 8.27001306227379 0.994739892944572 0 0.118665919194348 0 0 27
8050 NA NA NA NA NA NA NA NA NA "1994-01-01" 3314 1250 5671 1108 1002 106 0 1244 NA 0 0 24 24 24 28 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.64312074801403 0 0 0 0 0 0 0 1 0 0.242769500438212 0.0956678700361011 0.272567922874671 8.64312074801403 0.894230769230769 0 0.111177201406444 0 0 28
8052 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 1 20 20 20 3 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 1
8052 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 1 20 20 20 3 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 2
8052 NA NA NA NA NA NA NA NA NA "1994-01-01" 2285 360 4075 283 240 43 35 311 NA 0 1 20 20 20 3 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.31262602567496 0 0 0 0 0 0 1 0 0 0.106994328922495 0.151943462897526 0.11758034026465 8.31262602567496 0.894230769230769 0 0.111177201406444 0 0 3
8053 NA NA NA NA NA NA NA NA NA "1992-01-01" 3964 2077 6755 344 -260 604 165 846 NA 0 0 40 45 50 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.8180382503943 0 0 1 0 0 0 0 1 0 0.0569442145340175 1.75581395348837 0.140043039231915 8.8180382503943 0.998156685158956 1 0.123483853912901 0 0 4
8053 NA NA NA NA NA NA NA NA NA "1993-01-01" 4548 2383 6958 434 -20 454 158 1104 NA 0 0 40 45 50 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.84764735571189 0 0 1 0 0 0 0 1 0 0.0626172269513779 1.04608294930876 0.159284374549127 8.84764735571189 0.994739892944572 1 0.118665919194348 0 0 5
8053 NA NA NA NA NA NA NA NA NA "1994-01-01" 7219 2433 7910 462 56 406 140 2233 NA 0 0 40 45 50 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.9758830607617 0 0 1 0 0 0 0 1 0 0.047865727310402 0.878787878787879 0.23135101533361 8.9758830607617 0.894230769230769 0 0.111177201406444 0 0 6
8055 NA NA NA NA NA NA NA NA NA "1992-01-01" 2792 206 4667 244 204 40 0 197 NA NA NA 25 30 35 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.44827174594982 NA 0 0 0 0 0 0 1 0 0.0813875917278186 0.163934426229508 0.0657104736490994 8.44827174594982 0.998156685158956 0 0.123483853912901 1 0 13
8055 NA NA NA NA NA NA NA NA NA "1993-01-01" 3553 387 6819 314 272 42 88 290 NA NA NA 25 30 35 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.82746811252065 NA 0 0 0 0 0 0 1 0 0.0796954314720812 0.133757961783439 0.0736040609137056 8.82746811252065 0.994739892944572 0 0.118665919194348 1 0 14
8055 NA NA NA NA NA NA NA NA NA "1994-01-01" 3771 340 8278 404 345 59 159 179 NA NA NA 25 30 35 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.02135667230868 NA 0 0 0 0 0 0 1 0 0.0982729262953053 0.146039603960396 0.043541717343712 9.02135667230868 0.894230769230769 0 0.111177201406444 1 0 15
8059 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 21 23 25 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 8
8059 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 21 23 25 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 9
8059 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 21 23 25 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 10
8062 NA NA NA NA NA NA NA NA NA "1992-01-01" 8027 2962 11774 2211 1814 397 34 2887 NA 0 0 50 50 52 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.37364898958821 0 0 0 0 0 1 0 0 0 0.201201201201201 0.179556761646314 0.262717262717263 9.37364898958821 0.998156685158956 0 0.123483853912901 0 0 24
8062 NA NA NA NA NA NA NA NA NA "1993-01-01" 10455 3885 10984 2419 1940 479 17 3776 NA 0 0 50 50 52 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.30419494744781 0 0 0 0 0 1 0 0 0 0.168688981868898 0.198015708970649 0.263319386331939 9.30419494744781 0.994739892944572 0 0.118665919194348 0 0 25
8062 NA NA NA NA NA NA NA NA NA "1994-01-01" 9985 9543 15186 2632 2204 428 1820 4094 NA 0 0 50 50 52 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.62812922977318 0 0 0 0 0 1 0 0 0 0.134780827529701 0.162613981762918 0.209647685374846 9.62812922977318 0.894230769230769 0 0.111177201406444 0 0 26
8067 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 50 50 50 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 29
8067 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 50 50 50 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 30
8067 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 50 50 50 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 31
8070 NA NA NA NA NA NA NA NA NA "1992-01-01" 8042 1859 9054 1269 974 295 1 1728 NA 0 0 70 70 70 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.1109619279959 0 0 0 0 0 1 0 0 0 0.128168871831128 0.232466509062254 0.174527825472175 9.1109619279959 0.998156685158956 0 0.123483853912901 0 0 19
8070 NA NA NA NA NA NA NA NA NA "1993-01-01" 4694 1798 11668 1237 956 281 0 1664 NA 0 0 70 70 70 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.36460533098761 0 0 0 0 0 1 0 0 0 0.190542205791744 0.227162489894907 0.256315465187924 9.36460533098761 0.994739892944572 0 0.118665919194348 0 0 20
8070 NA NA NA NA NA NA NA NA NA "1994-01-01" 7931 1909 9000 352 185 167 0 1728 NA 0 0 70 70 70 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.10497985631836 0 0 0 0 0 1 0 0 0 0.0357723577235772 0.474431818181818 0.175609756097561 9.10497985631836 0.894230769230769 0 0.111177201406444 0 0 21
8073 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 23 24 24 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 8
8073 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 23 24 24 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 9
8073 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 23 24 24 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 10
8074 NA NA NA NA NA NA NA NA NA "1992-01-01" 1901 1825 5521 868 654 214 -79 1751 NA 0 0 30 30 30 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.61631428228404 0 0 1 0 1 1 0 0 0 0.232957595276436 0.246543778801843 0.469940955448202 8.61631428228404 0.998156685158956 0 0.123483853912901 0 0 8
8074 NA NA NA NA NA NA NA NA NA "1993-01-01" 1761 1908 4536 574 402 172 46 1597 NA 0 0 30 30 30 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.41980084540759 0 0 1 0 1 1 0 0 0 0.156445898064868 0.299651567944251 0.435268465521941 8.41980084540759 0.994739892944572 0 0.118665919194348 0 0 9
8074 NA NA NA NA NA NA NA NA NA "1994-01-01" 2489 1836 5272 633 466 167 26 1529 NA 0 0 30 30 30 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.57016507618234 0 0 1 0 1 1 0 0 0 0.14635838150289 0.263823064770932 0.353526011560694 8.57016507618234 0.894230769230769 0 0.111177201406444 0 0 10
8075 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 20 20 20 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 5
8075 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 20 20 20 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 6
8075 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 20 20 20 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 7
8077 NA NA NA NA NA NA NA NA NA "1992-01-01" 28513 1084 21848 3506 2937 569 117 938 NA 0 0 33 34 35 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.99186466315354 0 0 1 0 1 0 0 1 0 0.118457951819441 0.162293211637193 0.0316924012568841 9.99186466315354 0.998156685158956 0 0.123483853912901 1 0 20
8077 NA NA NA NA NA NA NA NA NA "1993-01-01" 28819 1539 29318 3703 3107 596 100 891 NA 0 0 33 34 35 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.28595694085 0 0 1 0 1 0 0 1 0 0.121977732393438 0.160950580610316 0.0293497595362013 10.28595694085 0.994739892944572 0 0.118665919194348 1 0 21
8077 NA NA NA NA NA NA NA NA NA "1994-01-01" 40909 3166 43954 8254 7825 429 78 1252 NA 0 0 33 34 35 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.6908989114862 0 0 1 0 1 0 0 1 0 0.187271695972774 0.0519748000969227 0.0284061259217243 10.6908989114862 0.894230769230769 0 0.111177201406444 1 0 22
8079 NA NA NA NA NA NA NA NA NA "1992-01-01" 5011 237 5697 48 -304 352 96 133 NA 0 0 30 40 50 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.64769499948039 0 0 0 0 1 0 0 1 0 0.00914634146341463 7.33333333333333 0.0253429878048781 8.64769499948039 0.998156685158956 1 0.123483853912901 1 0 13
8079 NA NA NA NA NA NA NA NA NA "1993-01-01" 8058 511 13177 762 414 348 321 182 NA 0 0 30 40 50 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.48622816454525 0 0 0 0 1 0 0 1 0 0.0889251954720504 0.456692913385827 0.0212393511494924 9.48622816454525 0.994739892944572 0 0.118665919194348 1 0 14
8079 NA NA NA NA NA NA NA NA NA "1994-01-01" 8776 271 15524 1273 1099 174 108 154 NA 0 0 30 40 50 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.6501424924888 0 0 0 0 1 0 0 1 0 0.140709627500829 0.13668499607227 0.0170222173096054 9.6501424924888 0.894230769230769 0 0.111177201406444 1 0 15
8082 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 40 40 40 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 6
8082 NA NA NA NA NA NA NA NA NA "1993-01-01" 622 962 2287 198 130 68 46 916 NA NA NA 40 40 40 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.73499619402278 NA 0 0 0 0 0 0 1 0 0.125 0.343434343434343 0.578282828282828 7.73499619402278 0.994739892944572 0 0.118665919194348 0 0 7
8082 NA NA NA NA NA NA NA NA NA "1994-01-01" 764 1155 3779 503 443 60 46 1109 NA NA NA 40 40 40 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.23721470334949 NA 0 0 0 0 0 0 1 0 0.262115685252736 0.119284294234592 0.577905158936946 8.23721470334949 0.894230769230769 0 0.111177201406444 0 0 8
8084 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 27 27 27 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 21
8084 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 27 27 27 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 22
8084 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 27 27 27 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 23
8086 NA NA NA NA NA NA NA NA NA "1992-01-01" 2172 554 3216 -78 -94 16 18 532 NA NA NA 27 26 29 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.07589363029886 NA 0 0 0 0 0 0 0 1 -0.0286133528980191 -0.205128205128205 0.195157740278797 8.07589363029886 0.998156685158956 0 0.123483853912901 0 0 24
8086 NA NA NA NA NA NA NA NA NA "1993-01-01" 1546 729 2334 -509 -509 0 17 712 NA NA NA 27 26 29 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.7553388128465 NA 0 0 0 0 0 0 0 1 -0.223736263736264 0 0.312967032967033 7.7553388128465 0.994739892944572 0 0.118665919194348 0 0 25
8086 NA NA NA NA NA NA NA NA NA "1994-01-01" 1740 1381 2366 -389 -461 72 25 1351 NA NA NA 27 26 29 26 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.76895604453833 NA 0 0 0 0 0 0 0 1 -0.12463953860942 -0.185089974293059 0.432874078820891 7.76895604453833 0.894230769230769 0 0.111177201406444 0 0 26
8087 NA NA NA NA NA NA NA NA NA "1992-01-01" 4654 596 6069 327 252 75 191 388 NA 0 0 30 30 30 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.71094912583585 0 0 0 0 0 0 0 1 0 0.0622857142857143 0.229357798165138 0.0739047619047619 8.71094912583585 0.998156685158956 0 0.123483853912901 1 0 21
8087 NA NA NA NA NA NA NA NA NA "1993-01-01" 3009 498 7913 668 494 174 115 345 NA 0 0 30 30 30 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.97626225560919 0 0 0 0 0 0 0 1 0 0.19047619047619 0.260479041916168 0.0983746792130026 8.97626225560919 0.994739892944572 0 0.118665919194348 1 0 22
8087 NA NA NA NA NA NA NA NA NA "1994-01-01" 3024 460 3858 25 -28 53 74 353 NA 0 0 30 30 30 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.25790419346567 0 0 0 0 0 0 0 1 0 0.00717566016073479 2.12 0.101320321469575 8.25790419346567 0.894230769230769 1 0.111177201406444 1 0 23
8092 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 23 23 25 33 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 31
8092 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA NA NA 23 23 25 33 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 32
8092 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA NA NA 23 23 25 33 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 33
8095 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 20 20 20 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 17
8095 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 20 20 20 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 18
8095 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 20 20 20 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 19
8096 NA NA NA NA NA NA NA NA NA "1992-01-01" 3303 1521 3757 107 48 59 36 1485 NA 0 0 92 96 97 33 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.23137604557397 0 0 0 0 0 0 0 1 0 0.0221807628524046 0.551401869158878 0.307835820895522 8.23137604557397 0.998156685158956 0 0.123483853912901 0 0 31
8096 NA NA NA NA NA NA NA NA NA "1993-01-01" 3586 1587 7490 563 536 27 26 1509 NA 0 0 92 96 97 33 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.92132407651127 0 0 0 0 0 0 0 1 0 0.108834332109028 0.0479573712255773 0.291706939880147 8.92132407651127 0.994739892944572 0 0.118665919194348 0 0 32
8096 NA NA NA NA NA NA NA NA NA "1994-01-01" 6062 1437 9948 1726 1717 9 22 1407 NA 0 0 92 96 97 33 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.2051268049233 0 0 0 0 0 0 0 1 0 0.230164021869583 0.0052143684820394 0.187625016668889 9.2051268049233 0.894230769230769 0 0.111177201406444 0 0 33
8097 NA NA NA NA NA NA NA NA NA "1992-01-01" 2303 2566 3850 223 47 176 9 2539 NA NA NA 30 30 30 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.25582842728183 NA 0 0 0 0 1 0 0 0 0.0457999589238037 0.789237668161435 0.521462312589854 8.25582842728183 0.998156685158956 0 0.123483853912901 0 0 29
8097 NA NA NA NA NA NA NA NA NA "1993-01-01" 2028 2494 4458 33 0.29 162 16 2478 NA NA NA 30 30 30 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.40245551394581 NA 0 0 0 0 1 0 0 0 0.00729765590446705 0.998213075358925 0.547987616099071 8.40245551394581 0.994739892944572 1 0.118665919194348 0 0 30
8097 NA NA NA NA NA NA NA NA NA "1994-01-01" 864 3791 4948 156 47 109 12 2377 NA NA NA 30 30 30 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.50673873351238 NA 0 0 0 0 1 0 0 0 0.0335123523093448 0.698717948717949 0.510633727175081 8.50673873351238 0.894230769230769 0 0.111177201406444 0 0 31
8099 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 23 24 25 29 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 27
8099 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 23 24 25 29 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 28
8099 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 23 24 25 29 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 29
8100 NA NA NA NA NA NA NA NA NA "1992-01-01" 2969 671 4504 208 60 148 4 664 NA 0 0 38 40 42 28 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.41272116981953 0 0 0 0 0 0 0 1 0 0.0571428571428571 0.711538461538462 0.182417582417582 8.41272116981953 0.998156685158956 0 0.123483853912901 0 0 26
8100 NA NA NA NA NA NA NA NA NA "1993-01-01" 2938 819 5532 392 280 112 42 771 NA 0 0 38 40 42 28 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.61830469278465 0 0 0 0 0 0 0 1 0 0.104338568006388 0.285714285714286 0.205216928400319 8.61830469278465 0.994739892944572 0 0.118665919194348 0 0 27
8100 NA NA NA NA NA NA NA NA NA "1994-01-01" 5267 1088 6540 479 398 81 31 1047 NA 0 0 38 40 42 28 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.78569244445124 0 0 0 0 0 0 0 1 0 0.0753737214791503 0.169102296450939 0.164752163650669 8.78569244445124 0.894230769230769 0 0.111177201406444 0 0 28
8101 NA NA NA NA NA NA NA NA NA "1992-01-01" 90698 24491 51738 17256 -30 17286 1276 13117 NA NA NA 45 45 45 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.8539478001804 NA 0 1 0 0 0 1 0 0 0.149805971056264 1.00173852573018 0.113873720580958 10.8539478001804 0.998156685158956 1 0.123483853912901 1 0 17
8101 NA NA NA NA NA NA NA NA NA "1993-01-01" 90108 27650 67441 12083 491 11592 980 12026 NA NA NA 45 45 45 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.1190084205611 NA 0 1 0 0 0 1 0 0 0.102608739958219 0.959364396259207 0.102124696411284 11.1190084205611 0.994739892944572 0 0.118665919194348 1 0 18
8101 NA NA NA NA NA NA NA NA NA "1994-01-01" 80161 28060 85095 11849 2675 9174 679 12683 NA NA NA 45 45 45 19 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3515235584288 NA 0 1 0 0 0 1 0 0 0.109488916199259 0.774242552114102 0.117195368736197 11.3515235584288 0.894230769230769 0 0.111177201406444 0 0 19
8102 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 23 23 24 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 4
8102 NA NA NA NA NA NA NA NA NA "1993-01-01" 988 514 2271 166 113 53 0 512 NA NA NA 23 23 24 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.72797554210556 NA 0 0 0 0 0 0 1 0 0.11051930758988 0.319277108433735 0.340878828229028 7.72797554210556 0.994739892944572 0 0.118665919194348 0 0 5
8102 NA NA NA NA NA NA NA NA NA "1994-01-01" 1356 1256 2972 750 715 35 0 1134 NA NA NA 23 23 24 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.99699040583765 NA 0 0 0 0 0 0 1 0 0.287136294027565 0.0466666666666667 0.434150076569678 7.99699040583765 0.894230769230769 0 0.111177201406444 0 0 6
