"identif" "eta92c" "eta95c" "persist"
5429 92 NA "0"
5430 60 NA "0"
5431 NA 38 "0"
5433 14 NA "0"
5436 9 NA NA
5439 NA 8 "0"
5440 4 7 "0"
5441 3 NA "0"
5443 NA 15 "0"
5448 NA 16 "0"
5450 NA 35 "0"
5451 NA 35 "0"
5452 20 NA "0"
5456 NA 21 "0"
5457 NA 19 "0"
5460 NA 15 "0"
5461 10 13 "0"
5462 9 NA "0"
5467 7 NA "0"
5474 NA 34 "0"
5475 NA 32 "0"
5478 24 27 "0"
5479 6 NA "0"
5480 23 26 "0"
5482 19 NA "0"
5483 NA NA "0"
5485 NA 20 "0"
5486 NA 22 "0"
5489 NA 18 "0"
5490 NA 11 "0"
5491 15 18 "0"
5492 15 18 "0"
5493 NA 17 "0"
5495 NA 15 "0"
5498 11 NA "0"
5499 NA 8 "0"
5500 11 14 "0"
5502 NA 10 "0"
5503 NA 30 "0"
5504 6 NA "0"
5505 6 9 "0"
5507 NA 8 "0"
5509 5 NA "0"
5512 4 NA "0"
5514 3 NA "0"
5517 2 5 "0"
5518 2 5 "0"
5519 19 NA "0"
5521 7 NA "0"
5522 11 14 "0"
5523 NA 4 "0"
5524 11 14 "0"
5525 NA 10 "0"
5528 NA 8 "0"
5533 NA 9 "0"
5536 11 NA "0"
5538 7 NA "0"
5539 24 NA "0"
5540 4 NA NA
5541 NA 15 "0"
5551 5 NA "0"
5553 3 NA "0"
5554 2 NA NA
5561 9 NA "0"
5563 2 NA "0"
5564 21 NA "0"
5565 11 NA NA
5566 5 NA "0"
5569 NA 13 "0"
5570 8 11 "0"
5572 19 22 "0"
5573 NA 14 "0"
5576 19 NA "0"
5577 8 NA "0"
5578 NA 23 "0"
5584 NA 18 "0"
5586 NA 20 "0"
5590 34 NA "0"
5594 NA 15 "0"
5595 12 15 "0"
5599 NA 12 "0"
5602 2 NA "0"
5607 13 NA "0"
5609 NA 15 "0"
5618 3 NA "0"
5619 NA 5 "0"
5620 2 5 "0"
5624 NA 23 "0"
5639 14 17 "0"
5640 NA 15 "0"
5646 2 NA "0"
5661 NA 13 "0"
5663 11 NA "0"
5664 10 NA "0"
5669 NA 12 "0"
5670 6 9 "0"
5671 5 NA "0"
5679 NA 6 "0"
5680 3 NA "0"
5682 8 NA "0"
5688 NA 7 "0"
5690 9 NA "0"
5691 NA 11 NA
5701 7 NA "0"
5702 32 35 "0"
5706 NA 10 "0"
5707 NA 6 "0"
5709 NA 16 "0"
5711 11 NA "0"
5716 NA 9 "0"
5718 NA 9 "0"
5719 6 NA "0"
5720 2 5 "0"
5723 NA 11 "0"
5725 6 NA "0"
5729 NA 16 "0"
5730 NA 13 "0"
5734 19 NA "0"
5743 7 10 "0"
5744 NA 9 "0"
5745 NA 6 "0"
5747 2 NA "0"
5751 4 NA "0"
5752 6 NA "0"
5755 15 18 "0"
5757 12 NA "0"
5758 NA 11 "0"
5759 8 NA NA
5763 20 NA "0"
5764 2 NA "0"
5766 NA 6 "0"
5767 9 NA NA
5768 NA 6 "0"
5770 23 NA "0"
5772 9 NA "0"
5777 NA 18 "0"
5778 9 NA "0"
5780 3 NA "0"
5786 2 NA "0"
5787 4 NA "0"
5790 2 NA "0"
5791 NA 45 "0"
5792 10 13 "0"
5793 11 14 "0"
5795 8 NA "0"
5798 6 NA "0"
5802 3 NA "0"
5804 NA 4 "0"
5809 NA 5 "0"
5815 NA 10 "0"
5818 1 4 "0"
5819 80 NA "0"
5822 NA 9 "0"
5823 5 8 "0"
5827 1 4 "0"
5830 8 NA "0"
5834 5 8 "0"
5839 NA 16 "0"
5841 7 10 "0"
5842 7 10 "0"
5843 19 22 "0"
5846 13 NA "0"
5849 NA 39 "0"
5855 6 NA "0"
5856 6 NA "0"
5858 3 NA NA
5865 7 NA "0"
5866 6 9 "0"
5868 4 NA "0"
5870 NA 14 "0"
5873 20 23 "0"
5874 1 NA "0"
5880 11 NA "0"
5884 5 NA "0"
5885 3 NA "0"
5889 10 13 "0"
5892 11 NA "0"
5894 NA 10 "0"
5895 21 24 "1"
5896 6 9 "0"
5897 NA 13 "0"
5901 12 15 "0"
5903 9 NA "0"
5905 NA 9 "0"
5906 NA 10 "0"
5907 2 5 "0"
5913 7 10 "0"
5917 NA NA "0"
5919 1 NA "0"
5920 NA 8 "0"
5922 3 NA "0"
5927 11 14 "0"
5928 NA NA "0"
5930 10 NA "0"
5931 12 15 "0"
5932 27 30 "0"
5934 NA 8 "0"
5938 NA 7 "0"
5942 7 10 "0"
5945 NA 16 "0"
5948 NA 10 "0"
5952 NA 5 "0"
5954 NA NA "0"
5956 19 NA "0"
5960 30 NA "0"
5961 NA 14 "0"
5968 NA 20 "0"
5970 24 NA "0"
5971 9 NA "0"
5972 NA NA "0"
5973 6 9 "0"
5980 6 9 "0"
5983 NA 14 "0"
5984 8 NA "0"
5992 NA 13 "0"
5993 5 8 "0"
5994 NA 7 "0"
5995 NA 30 "0"
5996 1 NA "0"
5997 17 NA "0"
5998 20 23 "0"
6000 8 11 "0"
6003 NA 9 "0"
6004 NA 4 "0"
6007 NA 19 "0"
6008 NA 13 "0"
6011 20 NA NA
6013 NA 27 "0"
6017 NA 35 "0"
6022 4 NA "0"
6023 11 NA "0"
6025 NA 5 "0"
6027 11 14 "0"
6028 NA 7 "0"
6030 NA 19 NA
6031 NA 7 "0"
6037 11 14 "0"
6039 5 8 "0"
6040 12 NA "0"
6042 9 NA "0"
6043 5 NA "0"
6044 20 NA "0"
6045 10 13 "0"
6049 5 8 "0"
6051 5 NA "0"
6055 3 NA "0"
6060 15 NA "0"
6061 NA 21 "0"
6062 7 NA "0"
6066 14 NA "0"
6068 NA 13 "0"
6069 11 NA "0"
6071 8 11 "0"
6072 NA 11 "0"
6077 NA 6 "0"
6079 24 NA "0"
6089 NA 28 "0"
6092 13 16 "0"
6093 NA 16 "0"
6095 8 11 "0"
6096 1 NA "0"
6097 NA 4 "0"
6098 NA 26 "0"
6100 NA 15 "0"
6101 NA 21 "0"
6102 16 19 "0"
6104 NA 19 "0"
6106 16 NA "0"
6109 NA 13 "0"
6110 13 16 "0"
6112 12 15 "0"
6113 11 14 "0"
6114 NA NA "0"
6115 NA 13 "0"
6116 NA 11 "0"
6117 NA 19 "0"
6118 23 NA "0"
6122 NA 20 "0"
6125 NA 7 "0"
6126 20 NA "0"
6130 NA 45 "0"
6132 NA 7 "0"
6133 15 18 "0"
6134 20 23 "0"
6137 NA 17 "0"
6139 11 14 "0"
6141 5 8 "0"
6143 NA 18 "0"
6146 NA NA "0"
6147 16 NA "0"
6149 15 NA "0"
6151 NA 14 "0"
6152 NA 10 "0"
6153 20 NA "0"
6154 NA 7 "0"
6155 NA 45 "0"
6157 NA 20 "0"
6162 NA 18 "0"
6163 NA 21 "0"
6164 NA 10 "0"
6165 5 NA "0"
6168 13 NA "0"
6171 11 14 "0"
6174 4 NA "0"
6175 18 NA "0"
6176 18 21 "0"
6180 NA 9 "0"
6182 NA NA "0"
6184 NA 17 "0"
6185 85 NA "0"
6186 32 NA "0"
6188 NA 15 "0"
6189 NA 15 "0"
6191 11 NA "0"
6193 NA 14 "0"
6196 NA NA "0"
6201 NA 11 "0"
6203 5 8 "0"
6205 NA 8 "0"
6206 3 6 "0"
6207 NA 6 "0"
6209 2 5 "0"
6213 24 27 "0"
6216 NA 25 "0"
6217 17 NA "0"
6218 NA 21 "0"
6221 14 NA "0"
6222 13 16 "0"
6223 NA 16 "0"
6230 NA 13 "0"
6232 7 NA "0"
6233 NA 9 "0"
6234 NA NA "0"
6235 6 NA "0"
6237 NA 47 "0"
6239 NA 35 "0"
6241 NA 36 "0"
6242 NA 25 "0"
6243 NA 28 "0"
6250 NA 12 "0"
6257 12 15 "0"
6265 2 NA "0"
6270 25 28 "0"
6274 37 40 "0"
6285 NA 45 "0"
6287 14 17 "0"
6289 13 NA "0"
6294 11 NA "0"
6304 16 19 "0"
6312 24 NA "0"
6313 NA NA "0"
6314 12 NA "0"
6315 NA 14 "0"
6316 NA 15 "0"
6317 NA NA "0"
6318 NA 12 "0"
6319 7 NA "0"
6320 5 NA "0"
6321 67 NA "0"
6322 43 46 "0"
6333 6 9 "0"
6340 12 NA "0"
6342 26 NA "0"
6344 6 NA "0"
6347 15 18 "0"
6348 NA 16 "0"
6349 NA 16 "0"
6351 NA 32 "0"
6353 23 26 "0"
6354 NA 12 "0"
6356 NA 32 "0"
6357 6 NA "0"
6358 20 23 "0"
6362 NA 1 "0"
6364 18 21 "0"
6370 NA 17 "0"
6371 30 33 "0"
6373 NA 26 "0"
6374 NA 49 "0"
6377 18 21 "0"
6378 17 NA "0"
6381 NA 34 "0"
6383 NA 17 "0"
6386 NA 14 "0"
6387 9 12 "0"
6393 6 NA "0"
6395 6 NA "0"
6398 4 NA "0"
6399 NA 8 NA
6402 3 6 "0"
6409 12 15 "0"
6410 12 NA "0"
6411 6 NA "0"
6414 10 13 "0"
6417 NA 11 "0"
6419 15 NA "0"
6420 NA 12 "0"
6422 73 NA "0"
6424 13 16 "0"
6426 21 24 "0"
6437 11 NA "0"
6441 NA 4 "0"
6445 NA 14 "0"
6446 NA 12 "0"
6447 6 NA "0"
6451 NA 26 "0"
6455 NA 17 "0"
6457 12 15 "0"
6459 8 11 "0"
6460 3 NA "0"
6461 13 NA "0"
6462 NA 11 "0"
6465 12 15 "0"
6466 NA 15 "0"
6467 NA 8 "0"
6471 6 NA "0"
6472 NA NA "0"
6473 5 NA "0"
6475 3 6 "0"
6476 2 5 "0"
6478 19 NA "0"
6480 19 22 "0"
6481 13 16 "0"
6484 10 13 "0"
6485 9 NA "0"
6488 NA 10 "0"
6489 6 NA "0"
6490 2 NA "0"
6491 5 NA "0"
6494 2 NA "0"
6496 NA 16 "0"
6497 11 14 "0"
6498 8 11 "0"
6503 22 NA "0"
6504 20 NA "0"
6505 18 21 "0"
6510 15 18 "0"
6513 10 NA "0"
6515 8 NA "0"
6516 8 11 "0"
6517 14 17 "0"
6518 6 9 "0"
6525 0 3 "0"
6529 6 NA "0"
6531 20 23 "0"
6532 15 18 "0"
6536 13 NA "0"
6538 NA 13 "0"
6542 18 NA "0"
6543 40 NA "0"
6544 NA 15 "0"
6545 20 NA "0"
6546 NA 24 "0"
6547 NA 16 "0"
6548 NA NA "0"
6554 NA 9 "0"
6557 2 5 "0"
6564 NA 12 "0"
6566 32 NA "0"
6567 NA 21 "0"
6569 14 17 "0"
6570 12 15 "0"
6573 23 26 "0"
6574 NA 10 "0"
6577 NA 23 "0"
6579 9 NA "0"
6582 26 NA "0"
6583 18 NA "0"
6585 NA 7 "0"
6586 2 NA "0"
6587 NA 4 "0"
6592 NA 9 "0"
6593 11 NA "0"
6594 15 18 "0"
6595 10 13 "0"
6599 NA 21 "0"
6605 NA 25 "0"
6610 11 14 "0"
6613 NA 17 "0"
6617 NA 17 "0"
6621 11 14 "0"
6631 NA 24 "0"
6632 34 37 "0"
6638 NA 17 "0"
6642 13 16 "0"
6643 NA 25 "0"
6644 NA 20 "0"
6645 NA 14 "0"
6649 6 NA "0"
6651 12 15 "0"
6656 10 NA "0"
6661 NA 6 "0"
6665 NA 10 "0"
6674 6 NA "0"
6675 15 18 "0"
6676 3 NA "0"
6677 11 NA "0"
6680 18 NA "0"
6681 NA 17 "0"
6682 13 NA "0"
6684 12 NA "0"
6686 NA 7 "0"
6689 NA 13 "0"
6690 7 NA "0"
6694 7 NA "0"
6701 5 NA "0"
6705 NA 9 "0"
6707 3 NA "0"
6708 1 NA "0"
6711 10 NA "0"
6712 10 NA "0"
6713 8 NA "0"
6718 NA NA "0"
6719 1 NA "0"
6720 NA NA "0"
6721 NA 10 "0"
6722 6 NA "0"
6724 NA 5 "0"
6729 9 NA "0"
6731 NA 15 "0"
6734 NA 5 "0"
6735 NA 13 "0"
6736 32 35 "0"
6738 18 NA "0"
6739 3 NA "0"
6740 9 NA "0"
6742 6 9 "0"
6750 13 16 "0"
6751 NA 22 "0"
6752 NA 20 "0"
6755 NA 11 "0"
6757 7 NA "0"
6765 NA 12 "0"
6768 NA 135 "0"
6770 NA 95 "0"
6776 7 10 "0"
6777 53 56 "0"
6780 26 NA "0"
6784 NA 83 "0"
6789 NA 15 "0"
6796 10 NA "0"
6797 20 NA "0"
6802 26 NA "0"
6804 NA 12 "0"
6808 NA 15 "0"
6810 54 NA "0"
6811 NA 14 "0"
6813 20 NA "0"
6814 NA 3 "0"
6815 15 NA "0"
6818 8 NA "0"
6820 NA 20 "0"
6822 11 14 "0"
6824 22 NA "0"
6826 NA 22 "0"
6829 NA 10 "0"
6833 NA 22 "0"
6836 NA 35 "0"
6840 28 31 "0"
6841 18 21 "0"
6844 NA 23 "0"
6845 4 NA "0"
6846 NA 35 "0"
6848 42 45 "0"
6849 29 NA "0"
6850 55 NA "0"
6852 NA 105 "0"
6853 25 28 "0"
6854 20 23 "0"
6856 NA 15 NA
6858 NA 5 "0"
6859 15 NA "0"
6860 4 7 "0"
6862 20 23 "0"
6863 19 22 "0"
6865 12 15 "0"
6866 11 NA "0"
6867 NA 32 "0"
6869 10 13 "0"
6870 NA 37 "0"
6873 NA 15 "0"
6875 12 15 "0"
6876 7 10 "0"
6880 NA 28 "0"
6881 23 NA "0"
6883 NA 23 NA
6884 NA 22 "0"
6887 NA 6 "0"
6890 10 13 "0"
6895 45 NA "0"
6896 NA 14 "0"
6900 NA 15 "0"
6901 24 NA "0"
6908 17 NA "0"
6909 71 74 "0"
6910 19 22 "0"
6911 19 NA "0"
6915 NA 16 "0"
6916 11 NA "0"
6917 NA 10 "0"
6920 NA 125 "0"
6922 NA 7 "0"
6923 29 NA "0"
6924 NA 28 "0"
6929 22 NA "0"
6930 NA 33 "0"
6933 5 NA "0"
6944 NA 25 "0"
6947 27 30 "0"
6951 5 8 "0"
6952 81 84 "0"
6953 NA 7 "0"
6954 NA 18 "0"
6958 15 NA "0"
6961 30 33 "0"
6966 82 NA "0"
6967 3 NA "0"
6968 NA 31 "0"
6973 14 17 "0"
6974 3 6 "0"
6975 47 NA "0"
6977 7 10 "0"
6979 NA 15 "0"
6980 NA 4 "0"
6981 20 23 "0"
6982 23 26 "0"
6984 NA 32 "0"
6987 NA 31 "0"
6990 56 59 "0"
6993 5 NA "0"
6994 6 9 "0"
6995 NA 7 "0"
6997 NA 38 "0"
7000 18 NA "0"
7003 32 NA "0"
7004 NA 17 "0"
7005 7 10 "0"
7007 42 45 "0"
7013 46 NA "0"
7022 30 NA "0"
7023 16 19 "0"
7030 28 31 "0"
7031 NA 20 "0"
7033 19 22 "0"
7034 12 15 "0"
7037 NA 15 "0"
7041 19 22 "0"
7043 NA 26 "0"
7045 45 NA "0"
7046 20 23 "0"
7047 NA 19 "0"
7048 24 NA "0"
7049 19 22 "0"
7050 6 NA "0"
7051 25 NA "0"
7052 12 15 "0"
7053 NA 22 "0"
7055 NA 22 "0"
7056 29 32 "0"
7058 29 32 "0"
7061 20 23 "0"
7062 22 25 "0"
7064 20 23 "0"
7065 8 11 "0"
7066 NA 15 "0"
7071 NA 76 "0"
7073 10 13 "0"
7074 NA 15 "0"
7077 12 15 "0"
7079 NA 15 "0"
7082 33 36 "0"
7083 NA 27 "0"
7090 NA 8 "0"
7091 23 26 "0"
7093 40 NA "0"
7095 19 22 "0"
7097 NA 32 "0"
7098 NA 10 "0"
7099 NA 17 NA
7101 NA 25 "0"
7104 11 NA "0"
7105 NA 16 "0"
7106 13 16 "0"
7107 NA 15 "0"
7110 NA 7 "0"
7113 13 NA "0"
7115 NA 28 "0"
7116 7 10 "0"
7117 17 NA "0"
7120 NA 7 "0"
7123 67 NA "0"
7125 NA 14 "0"
7127 NA 19 "0"
7128 33 36 "0"
7131 8 NA "0"
7132 27 30 "0"
7141 2 5 "0"
7142 42 NA "0"
7143 33 36 "0"
7144 28 31 "0"
7147 26 NA "0"
7151 11 NA "0"
7152 NA 9 "0"
7153 6 9 "0"
7155 20 NA "0"
7157 NA 71 "0"
7160 36 39 "0"
7161 NA 27 "0"
7165 20 23 "0"
7167 20 NA "0"
7169 NA 22 "0"
7176 NA 18 "0"
7186 NA 6 "0"
7189 73 76 "0"
7191 NA 8 "0"
7196 NA 4 "0"
7197 34 NA "0"
7198 NA 26 "0"
7202 NA NA "0"
7206 NA 19 "0"
7207 13 NA "0"
7209 NA 11 "0"
7210 NA 7 "0"
7211 NA 8 "0"
7213 5 NA "0"
7218 36 NA "0"
7219 21 24 "0"
7222 NA 57 "0"
7223 NA 29 "0"
7224 26 29 "0"
7226 9 NA "0"
7229 NA 15 "0"
7231 15 NA "0"
7232 67 NA "0"
7233 39 NA "0"
7235 17 20 "0"
7239 20 23 "0"
7241 3 6 "0"
7242 NA 25 "0"
7245 5 NA "0"
7246 11 14 "0"
7248 9 NA "0"
7249 NA 16 "0"
7250 6 9 "0"
7252 NA 6 "0"
7254 NA 26 "0"
7257 14 17 "0"
7265 15 NA "0"
7266 6 NA "0"
7268 11 NA "0"
7277 18 NA "0"
7278 16 NA "0"
7292 NA 25 "0"
7302 6 NA "0"
7303 NA 10 NA
7304 16 NA "0"
7306 12 15 "0"
7307 12 NA "0"
7310 11 NA "0"
7311 NA 21 "0"
7312 NA 15 "0"
7314 13 16 "0"
7315 13 16 "0"
7316 NA 15 "0"
7317 NA 26 "0"
7318 30 33 "0"
7319 18 NA "0"
7322 NA 7 "0"
7326 32 35 "0"
7328 19 NA "0"
7330 20 23 "0"
7332 13 16 "0"
7333 2 NA "0"
7336 12 15 "0"
7339 NA 18 "0"
7340 4 7 "0"
7342 NA 19 "0"
7343 20 23 "0"
7347 12 NA "0"
7348 12 15 "0"
7350 8 NA NA
7352 NA 7 "0"
7354 9 NA NA
7356 16 19 "0"
7358 NA 16 "0"
7361 NA 11 "0"
7362 NA 6 "0"
7364 30 33 "1"
7366 19 NA "0"
7382 14 17 "0"
7384 13 NA "0"
7385 NA 10 "0"
7388 NA 26 "0"
7393 NA 29 "0"
7394 NA 14 "0"
7395 NA 25 "0"
7396 10 NA "0"
7397 NA 2 "0"
7398 29 32 "0"
7402 NA NA "0"
7404 58 NA "0"
7406 NA 25 "0"
7410 53 56 "0"
7411 43 46 "0"
7412 23 26 "0"
7415 NA 3 "0"
7416 NA 17 "0"
7417 NA 2 "0"
7418 24 NA "0"
7422 17 20 "0"
7423 NA 18 "0"
7428 NA 15 "0"
7430 NA NA "0"
7431 12 NA "0"
7433 24 NA "0"
7434 NA 21 "0"
7435 NA 22 "0"
7441 10 13 "0"
7442 NA 7 "0"
7443 NA 7 "0"
7444 NA 5 "0"
7446 NA 15 "0"
7452 25 28 "0"
7453 12 15 "0"
7456 29 32 "0"
7463 2 5 "0"
7464 31 NA "0"
7467 NA 16 "0"
7468 NA 14 "0"
7471 NA 3 "0"
7480 113 116 "0"
7481 18 21 "0"
7485 NA 16 "0"
7487 17 NA "0"
7488 12 NA "0"
7491 NA 10 "0"
7492 NA 8 "0"
7493 3 6 "0"
7495 NA 11 NA
7496 NA 9 "0"
7497 32 NA "0"
7500 11 NA "0"
7506 13 16 "0"
7507 14 NA "0"
7509 13 16 "0"
7514 16 19 "0"
7518 9 NA "0"
7527 15 18 "0"
7533 7 10 "0"
7534 61 64 "0"
7537 NA 23 "0"
7545 9 12 "0"
7549 42 NA "0"
7550 41 44 "0"
7551 18 21 "0"
7552 16 19 "0"
7555 18 21 "0"
7558 24 27 "0"
7561 NA 21 NA
7565 11 14 "0"
7566 NA 14 "0"
7569 NA 22 "0"
7570 NA 44 "0"
7572 17 NA "0"
7574 8 NA "0"
7575 NA 15 "0"
7578 26 29 "0"
7580 NA 49 "0"
7581 29 NA "0"
7583 19 22 "0"
7588 NA 17 "0"
7589 13 16 "0"
7593 10 13 "0"
7597 NA 10 "0"
7598 NA 15 "0"
7599 11 14 "0"
7600 NA 9 "0"
7607 NA 16 "0"
7608 NA 9 "0"
7610 NA 15 "0"
7612 2 NA "0"
7613 17 NA "0"
7615 NA 19 "0"
7616 7 NA "0"
7619 NA 9 "0"
7627 10 NA "0"
7628 8 11 "0"
7629 6 9 "0"
7633 9 NA "0"
7635 3 6 "0"
7638 NA 11 "0"
7639 NA 14 "0"
7640 NA 7 "0"
7646 NA 20 "0"
7647 6 NA "0"
7649 NA 49 "0"
7652 NA 13 "0"
7658 9 NA "0"
7659 8 11 "0"
7662 NA 19 "0"
7663 NA 6 "0"
7667 NA 10 "0"
7669 NA 6 "0"
7673 NA 7 "0"
7676 NA 33 "0"
7681 NA 17 NA
7684 16 NA "0"
7685 NA NA "0"
7687 NA 20 "0"
7688 NA 4 "0"
7689 20 23 "0"
7692 NA 5 "0"
7694 7 10 "0"
7698 7 10 "0"
7699 NA 17 "0"
7700 NA 9 "0"
7702 11 14 "0"
7706 NA 11 "0"
7707 20 NA "0"
7708 NA 33 "0"
7715 5 8 "0"
7717 NA 5 "0"
7726 NA 13 "0"
7731 7 NA "0"
7734 6 NA "0"
7735 NA 9 "0"
7741 NA 9 "0"
7746 NA 26 "0"
7748 NA 17 "0"
7750 NA 15 "0"
7752 NA 15 "0"
7754 NA 7 "0"
7756 NA 9 "0"
7759 NA 13 "0"
7762 NA 9 "0"
7763 NA 9 "0"
7764 NA 4 "0"
7767 32 NA "0"
7770 NA 3 "0"
7772 NA 13 "0"
7773 18 NA "0"
7775 4 7 "0"
7776 12 15 "0"
7777 NA 2 "0"
7778 NA 104 "0"
7780 11 NA "0"
7781 6 NA "0"
7782 NA 21 "0"
7785 5 NA "0"
7789 19 NA "0"
7791 NA 9 "0"
7794 NA 97 "0"
7797 24 NA "0"
7803 18 21 "0"
7804 NA 10 "0"
7806 7 NA "0"
7809 44 47 "0"
7810 NA 19 "0"
7812 12 15 "0"
7814 NA 12 "0"
7818 NA 8 "0"
7819 NA 8 "0"
7822 NA 33 "0"
7823 17 NA "0"
7826 15 18 "0"
7828 13 NA "0"
7830 7 NA "0"
7835 NA 6 "0"
7837 NA 9 "0"
7839 6 NA "0"
7840 3 NA "0"
7841 5 NA "0"
7844 NA 28 "0"
7845 16 NA "0"
7846 NA 20 "0"
7847 3 6 "0"
7848 NA 25 "0"
7854 NA 10 NA
7857 NA 4 "0"
7858 NA 24 "0"
7859 NA 9 "0"
7861 NA 37 "0"
7866 5 NA "0"
7867 NA 8 "0"
7868 6 NA "0"
7869 NA 6 "0"
7870 18 21 "0"
7872 4 7 "0"
7875 7 NA "0"
7877 NA 26 NA
7878 NA 10 "0"
7880 NA 15 "0"
7881 NA 4 "0"
7884 22 NA "0"
7885 20 23 "0"
7886 7 NA "0"
7887 7 NA "0"
7889 NA 35 "0"
7893 7 NA "0"
7894 NA 15 "0"
7895 29 NA "0"
7896 NA 21 "0"
7897 NA 9 "0"
7902 20 23 "0"
7904 15 NA "0"
7905 NA 7 "0"
7906 20 23 "0"
7907 12 15 "0"
7908 NA 7 "0"
7910 5 NA "0"
7912 NA 6 NA
7914 NA 31 "0"
7920 NA 19 "0"
7921 NA 11 "0"
7922 NA 22 NA
7927 NA 46 "0"
7928 28 NA "0"
7930 NA 14 "0"
7933 18 NA "0"
7936 24 27 "0"
7937 NA 24 "0"
7939 23 NA "0"
7946 NA 11 "0"
7947 NA 10 "0"
7952 15 NA "0"
7953 NA NA "0"
7954 7 NA "0"
7955 3 NA "0"
7956 5 NA "0"
7957 24 27 "0"
7958 NA 27 "0"
7960 NA 2 "0"
7961 NA 18 "0"
7963 NA 15 "0"
7965 18 21 "0"
7966 5 8 "0"
7967 NA 4 "0"
7971 NA 29 "0"
7974 NA 16 "0"
7977 14 NA "0"
7978 14 17 "0"
7979 14 17 "0"
7980 NA 6 "0"
7984 NA 7 "0"
7987 8 NA "0"
7992 29 32 "0"
7993 29 32 "0"
7996 23 26 "0"
7999 NA 21 "0"
8000 NA 10 "0"
8001 NA 39 "0"
8003 29 NA "0"
8004 NA 4 "0"
8005 NA 26 "0"
8009 29 NA NA
8010 29 NA "0"
8016 NA 15 "0"
8018 NA 9 "0"
8019 31 34 "0"
8020 42 NA "0"
8021 9 12 "0"
8024 9 12 "0"
8026 15 NA "0"
8029 NA 15 "0"
8030 3 6 "0"
8032 32 NA "0"
8036 22 NA "0"
8037 NA 19 "0"
8040 35 NA "0"
8048 NA 114 "0"
8050 25 28 "0"
8052 NA 3 "0"
8053 NA 6 "0"
8055 12 15 "0"
8059 7 10 "0"
8062 NA 26 "0"
8066 30 NA "0"
8067 NA 31 "0"
8069 8 NA "0"
8070 NA 21 "0"
8073 NA 10 "0"
8074 NA 10 "0"
8075 4 7 "0"
8077 19 22 "0"
8079 12 15 "0"
8080 12 NA "0"
8082 NA 8 "0"
8084 NA 23 "0"
8086 NA 26 "0"
8087 NA 23 "0"
8089 13 NA "0"
8092 NA 33 "0"
8095 NA 19 "0"
8096 NA 33 "0"
8097 NA 31 "0"
8099 NA 29 "0"
8100 NA 28 "0"
8101 NA 19 "0"
8102 NA 6 "0"
8103 22 25 "0"
8104 NA 23 "0"
8108 NA 19 "0"
8109 NA 19 "0"
8110 12 NA "0"
8112 10 13 "0"
8113 NA 13 "0"
8115 NA 12 "0"
8116 NA 10 "0"
8117 7 NA "0"
8118 6 9 "0"
8119 NA 6 "0"
8120 NA 5 "0"
8122 20 NA "0"
8123 14 17 "0"
8124 11 14 "0"
8128 7 NA "0"
8129 4 7 "0"
8132 11 NA "0"
8133 16 19 "0"
8134 NA 16 "0"
8138 23 NA "0"
8145 13 NA "0"
8146 NA 15 "0"
8148 47 NA "0"
8150 20 23 "0"
8152 10 NA "0"
8153 10 13 "0"
8154 25 NA "0"
8155 NA 9 "0"
8156 2 NA "0"
8159 11 NA "0"
8160 6 NA "0"
8161 NA 16 "0"
8162 26 29 "0"
8163 24 27 "0"
8165 NA 7 "0"
8167 20 23 "0"
8169 16 NA "0"
8171 NA 16 "0"
8174 NA 15 "0"
8175 32 35 "0"
8176 12 NA "0"
8177 NA 15 "0"
8179 NA 13 "0"
8180 NA 12 "0"
8181 8 11 "0"
8185 7 NA "0"
8187 5 NA "0"
8195 40 NA "0"
8201 NA 6 "0"
8202 NA 14 "0"
8203 NA 11 "0"
8207 NA NA "0"
8209 NA 22 "0"
8212 NA 22 "0"
8213 17 20 "0"
8214 NA 20 "0"
8216 NA 19 "0"
8219 14 NA "0"
8221 18 21 "0"
8222 NA 17 "0"
8226 NA 15 "0"
8232 3 NA "0"
8240 22 NA NA
8248 14 17 "0"
8252 72 NA "0"
8253 18 NA "0"
8256 34 NA "0"
8257 NA 14 "0"
8275 NA 42 "0"
8276 33 36 "0"
8277 32 35 "0"
8279 31 34 "0"
8287 NA 22 "0"
8292 NA 24 "0"
8295 NA 21 "0"
8296 NA 13 "0"
8297 12 NA "0"
8298 12 15 "0"
8299 30 NA "0"
8302 NA 84 "0"
8304 2 NA "0"
8307 NA 16 "0"
8308 14 17 "0"
8318 19 NA "0"
8319 18 21 "0"
8322 NA 20 "0"
8323 NA 19 "0"
8325 NA 49 "0"
8328 NA 39 "0"
8329 NA 38 "0"
8339 NA 32 "0"
8341 13 NA NA
8343 NA 15 "0"
8344 11 14 "0"
8347 NA 11 "0"
8348 8 NA "0"
8349 32 NA NA
8351 4 7 "0"
8352 NA 7 "0"
8354 NA 7 "0"
8357 16 NA "0"
8361 NA 12 "0"
8362 6 NA "0"
8363 21 24 "0"
8364 17 NA "0"
8366 NA 9 "0"
8368 NA 10 "0"
8370 NA 8 "0"
8372 28 NA "0"
8373 NA 28 "0"
8380 32 NA "0"
8382 4 7 "0"
8384 NA 49 "0"
8386 NA 11 "0"
8388 22 NA "0"
8390 14 NA "0"
8398 42 NA "0"
8401 NA 34 "0"
8412 20 23 "0"
8414 30 NA "0"
8418 NA 20 "0"
8420 NA NA "0"
8421 14 NA "0"
8425 66 NA "0"
8428 11 14 "0"
