"identif" "eta92c" "eta95c" "persist"
11021 NA 43 "0"
11022 NA 35 "0"
11023 19 22 "0"
11025 NA 27 "0"
11035 18 21 "0"
11038 7 NA "0"
11039 NA 9 "0"
11040 NA 52 "0"
11042 24 NA "0"
11043 21 NA "0"
11044 16 NA "0"
11047 4 NA "0"
11051 12 NA "0"
11053 5 NA "0"
11055 23 NA "0"
11056 6 NA "0"
11057 42 NA "0"
11058 NA 26 "0"
11061 NA 31 "0"
11063 54 NA "0"
11065 27 NA "0"
11068 4 7 "0"
11070 NA 30 NA
11073 10 NA "0"
11075 22 NA "0"
11076 16 19 "0"
11077 38 41 "0"
11081 NA 51 "0"
11082 NA 83 "0"
11083 62 NA "0"
11086 14 17 "0"
11091 27 30 "0"
11093 NA 23 "0"
11094 44 NA "0"
11095 16 19 "0"
11096 15 18 "0"
11097 6 9 "0"
11098 12 15 "0"
11099 12 15 "0"
11100 NA 4 "0"
11101 NA 31 "0"
11102 20 NA "0"
11103 NA 23 "0"
11104 NA 15 "0"
11106 7 NA "0"
11109 32 NA "0"
11112 44 47 "0"
11113 NA 34 "0"
11114 31 34 "0"
11116 15 18 "0"
11117 NA 35 "0"
11118 29 32 "0"
11119 NA 45 "0"
11124 NA 14 "0"
11134 NA NA "0"
11135 32 35 "0"
11136 31 34 "0"
11137 42 NA "0"
11142 16 19 "0"
11143 NA 74 "0"
11144 11 14 "0"
11146 NA 36 "0"
11147 16 NA "0"
11151 26 NA "0"
11152 49 NA "0"
11153 NA 35 "0"
11155 20 23 "0"
11156 12 NA "0"
11158 11 NA "0"
11159 6 9 "0"
11160 NA 9 "0"
11164 4 NA "0"
11168 26 29 "0"
11171 26 29 "0"
11172 NA NA "0"
11173 20 NA "0"
11176 11 NA "0"
11178 NA 10 NA
11179 NA 8 NA
11180 4 7 "0"
11182 NA 7 NA
11183 NA 13 "0"
11184 NA 15 "0"
11186 NA NA "0"
11187 12 NA "0"
11188 29 NA NA
11189 4 NA "0"
11190 11 14 "0"
11191 NA 27 NA
11192 30 NA "0"
11193 25 NA NA
11195 24 NA "0"
11198 NA 17 "0"
11200 NA 56 "0"
11201 47 50 "0"
11206 19 22 "0"
11208 NA 50 "0"
11209 31 34 "0"
11210 NA NA "0"
11211 13 NA "0"
11212 10 NA NA
11215 9 NA "0"
11216 31 34 "0"
11217 NA 11 "0"
11219 4 7 "0"
11221 NA 13 "0"
11222 8 11 "0"
11227 12 NA "0"
11228 NA 26 "0"
11229 NA 3 "0"
11231 NA 25 "0"
11232 32 NA "0"
11233 24 27 "0"
11235 25 NA "0"
11236 NA 26 "0"
11241 13 NA "0"
11242 NA 16 "0"
11243 12 15 "0"
11245 24 NA "0"
11246 NA 15 "0"
11247 NA NA "0"
11250 23 NA "0"
11253 NA 5 "0"
11259 NA 3 "0"
11261 23 26 "0"
11262 NA 17 "0"
11263 72 75 "0"
11264 23 26 "0"
11265 NA NA "0"
11268 NA 15 "0"
11269 NA 8 "0"
11271 NA 22 "0"
11272 15 18 "0"
11273 14 17 "0"
11275 11 NA "0"
11276 4 NA "0"
11278 NA NA "0"
11282 14 NA "0"
11285 29 NA "0"
11287 14 17 "0"
11288 12 NA "0"
11289 8 NA "0"
11290 NA 42 "0"
11292 33 36 "0"
11293 NA 35 "0"
11294 29 32 "0"
11295 26 29 "0"
11300 2 5 "0"
11301 30 33 "0"
11302 NA 55 "0"
11304 25 28 "0"
11305 25 NA "0"
11307 12 15 "0"
11308 7 NA "0"
11312 NA 21 "0"
11313 NA NA "0"
11314 NA 33 "0"
11321 NA 9 "0"
11324 31 34 "0"
11326 12 NA "0"
11331 NA 5 "0"
11332 54 57 "0"
11333 33 36 "0"
11336 30 33 "0"
11337 26 29 "0"
11339 21 NA "0"
11344 13 NA "0"
11346 NA 10 "0"
11347 NA 23 "0"
11348 65 NA "0"
11349 23 NA "0"
11351 53 NA "0"
11353 46 49 "0"
11356 NA 33 "0"
11359 22 NA "0"
11360 25 NA "0"
11361 20 23 "0"
11363 20 23 "0"
11365 16 NA "0"
11366 15 NA NA
11367 13 NA NA
11368 NA NA "0"
11370 22 25 "0"
11371 63 NA "0"
11372 6 9 "0"
11373 NA 9 "0"
11374 2 NA "0"
11375 NA 34 "0"
11376 NA 26 "0"
11380 NA NA "0"
11382 85 NA "0"
11385 41 44 "0"
11386 31 NA NA
11388 NA 28 "0"
11389 25 NA "0"
11391 NA 21 "0"
11392 NA NA "0"
11400 3 NA "0"
11401 NA 69 "0"
11402 25 NA "0"
11403 NA 34 "0"
11404 86 NA "0"
11409 81 NA "0"
11411 61 NA NA
11414 54 57 "0"
11415 NA NA "0"
11417 NA 52 "0"
11418 NA 51 "0"
11419 47 50 "0"
11421 46 NA "0"
11422 NA 48 "0"
11423 NA 48 "0"
11424 45 48 "0"
11425 NA 46 "0"
11427 NA NA "0"
11433 38 41 "0"
11436 NA NA "0"
11437 25 28 "0"
11438 31 NA "0"
11439 31 NA "0"
11441 NA 84 "0"
11442 NA 31 "0"
11443 NA 31 "0"
11444 NA 30 "0"
11448 47 NA "0"
11453 24 NA "0"
11454 12 NA "0"
11455 12 15 "0"
11458 15 NA "0"
11459 21 NA "0"
11461 NA 66 "0"
11463 41 NA "0"
11464 39 42 "0"
11465 32 35 "0"
11467 NA 22 "0"
11469 NA 44 "0"
11470 107 NA "0"
11472 70 NA "0"
11473 47 NA "0"
11475 45 NA "0"
11476 35 NA "0"
11477 19 NA "0"
11478 11 14 "0"
11480 106 NA "0"
11481 NA 9 "0"
11482 NA 28 "0"
11483 11 14 "0"
11484 NA 11 "0"
11485 19 NA "0"
11489 NA 25 "0"
11490 NA 23 "0"
11491 NA NA "0"
11492 12 NA "0"
11493 7 NA "0"
11494 43 46 "0"
11495 30 33 "0"
11496 3 6 "0"
11497 31 NA "0"
11498 8 NA "0"
11499 NA 15 "0"
11501 61 NA "0"
11502 54 57 "0"
11505 16 19 "0"
11506 12 NA "0"
11507 NA 14 "0"
11508 NA 9 "0"
11509 34 37 "0"
11513 57 60 "0"
11514 54 NA "0"
11515 46 NA "0"
11516 44 NA "0"
11517 43 46 "0"
11518 39 42 "0"
11521 30 33 "0"
11523 27 NA "0"
11525 NA 26 "0"
11528 14 NA "0"
11532 NA NA "0"
11533 17 NA "0"
11537 13 16 "0"
11540 74 NA "0"
11541 NA 66 "0"
11542 12 NA "0"
11543 23 NA NA
11544 NA 59 "0"
11545 35 NA "0"
11548 44 NA "0"
11550 NA NA "0"
11557 36 NA "0"
11558 25 NA "0"
11559 68 NA "0"
11560 12 NA "0"
11561 NA 49 "0"
11564 8 NA "0"
11566 NA 19 "0"
11571 30 33 "0"
11574 4 NA "0"
11575 19 22 "0"
11576 22 25 "0"
11578 5 NA "0"
11580 NA 25 NA
11582 8 NA "0"
11585 34 37 "0"
11587 14 NA "0"
11588 149 NA "0"
11589 24 27 "0"
11591 23 NA "0"
11593 26 29 "0"
11594 NA 22 "0"
11595 40 NA "0"
11597 20 23 "0"
11598 43 NA "0"
11602 33 36 "0"
11604 NA 33 "0"
11605 NA 41 "0"
11607 14 17 "0"
11609 12 15 "0"
11610 57 NA "0"
11612 12 NA "0"
11614 NA 12 "0"
11616 3 NA "0"
11619 45 NA NA
11621 25 NA "0"
11623 20 23 "0"
11624 16 19 "0"
11625 NA NA "0"
11626 12 15 "0"
11627 NA 15 "0"
11629 8 11 "0"
11630 31 NA "0"
11631 18 21 "0"
11632 14 17 "0"
11635 34 37 "0"
11636 33 36 "0"
11637 36 NA "0"
11638 31 34 "0"
11640 18 NA "0"
11644 107 NA "0"
11646 15 NA "0"
11650 9 NA "0"
11651 NA 15 "0"
11652 30 NA "0"
11653 16 19 "0"
11655 NA NA "0"
11659 22 NA "0"
11661 21 NA "0"
11664 7 NA "0"
11667 2 NA "0"
11671 17 NA "0"
11672 17 20 "0"
11679 NA 7 "0"
11681 13 NA "0"
11686 29 32 "0"
11687 NA NA "0"
11688 NA 33 "0"
11691 NA 13 "0"
11692 NA 28 "0"
11693 30 NA "0"
11695 13 16 "0"
11700 0 NA "0"
11702 19 NA "0"
11703 15 18 "0"
11704 15 NA "0"
11706 9 12 "0"
11709 NA 21 "0"
11711 NA 9 "0"
11713 32 NA NA
11714 NA 28 "0"
11722 23 NA "0"
11723 22 NA "0"
11724 17 NA "0"
11725 NA 16 "0"
11726 13 16 "0"
11727 10 13 "0"
11729 NA 9 "0"
11730 NA 45 "0"
11731 33 NA "0"
11732 27 NA "0"
11733 19 22 "0"
11734 14 17 "0"
11735 12 15 "0"
11736 6 NA "0"
11737 88 91 "0"
11738 19 22 "0"
11739 NA NA "0"
11745 4 7 "0"
11751 7 10 "0"
11756 NA NA "0"
11757 72 75 "0"
11758 69 NA "0"
11765 NA 47 "0"
11769 NA 27 "0"
11770 36 NA "0"
11775 27 30 "0"
11778 21 NA "0"
11779 65 68 "0"
11780 18 NA "0"
11782 NA 20 "0"
11785 12 15 "0"
11786 12 NA "0"
11790 NA NA "0"
11791 NA 8 "0"
11802 25 28 "0"
11803 NA 26 "0"
11804 22 NA "0"
11805 20 23 "0"
11806 NA 20 "0"
11807 16 NA "0"
11808 16 NA "0"
11809 41 NA "0"
11810 22 25 "0"
11811 NA 40 "0"
11813 40 NA "0"
11818 44 47 "0"
11822 63 NA "0"
11823 46 49 "0"
11824 NA NA "0"
11827 29 32 "0"
11828 NA NA "0"
11834 NA 21 "0"
11837 16 19 "0"
11839 NA 15 "0"
11840 NA 20 "0"
11841 21 NA "0"
11843 10 NA "0"
11844 5 NA "0"
11845 NA 9 "0"
11848 NA 6 "0"
11849 18 NA "0"
11852 39 42 "0"
11856 NA 22 NA
11860 13 16 "0"
11861 9 NA "0"
11866 29 NA "0"
11867 NA 50 "0"
11870 5 8 "0"
11875 NA 10 "0"
11877 7 10 "0"
11878 25 28 "0"
11880 19 22 "0"
11882 15 18 "0"
11884 29 NA "0"
11885 NA 20 "0"
11889 11 14 "0"
11892 24 27 "0"
11893 21 24 "0"
11894 NA 19 "0"
11895 8 NA "0"
11896 29 NA "0"
11898 9 12 "0"
11899 5 NA "0"
11900 NA 8 "0"
11902 27 30 "0"
11903 27 30 "0"
11908 17 NA "0"
11909 21 24 "0"
11911 35 NA "0"
11913 12 NA "0"
11918 4 7 "0"
11923 NA 15 "0"
11925 31 34 "0"
11927 NA 5 "0"
11928 2 NA "0"
11929 13 NA "0"
11930 NA NA "0"
11932 12 15 "0"
11933 NA 87 "0"
11934 22 25 "0"
11935 12 NA "0"
11936 8 11 "0"
11938 44 47 "0"
11939 NA NA "0"
11941 NA NA "0"
11947 79 82 "0"
11952 45 NA "0"
11954 NA NA "0"
11956 NA 23 "0"
11957 NA 38 "0"
11959 NA NA "0"
11960 30 NA "0"
11962 43 46 "0"
11963 15 NA "0"
11964 36 NA "0"
11965 24 27 "0"
11966 12 15 "0"
11968 31 34 "0"
11969 12 NA "0"
11971 NA NA "0"
11972 NA 4 "0"
11975 12 15 "0"
11978 10 13 "0"
11980 30 NA "0"
11981 23 NA "0"
11982 5 NA "0"
11983 27 30 "0"
11987 NA 52 NA
11989 NA NA "0"
11993 35 38 "0"
11996 18 NA "0"
11997 37 NA "0"
11999 27 NA "0"
12001 27 30 "0"
12004 48 NA "0"
12006 NA NA "0"
12008 51 54 "0"
12012 42 NA "0"
12013 NA 22 "0"
12014 39 42 "0"
12016 31 34 "0"
12017 32 35 "0"
12019 13 NA "0"
12020 83 86 "0"
12026 2 5 "0"
12027 NA 7 "0"
12029 2 NA "0"
12030 52 NA NA
12031 NA 48 "0"
12032 23 26 "0"
12034 72 75 "0"
12038 3 6 "0"
12040 9 12 "0"
12041 NA 46 "0"
12043 4 NA "0"
12045 109 112 "0"
12046 61 64 "0"
12048 89 NA "0"
12049 NA 30 "0"
12052 37 NA "0"
12057 1 4 "0"
12058 15 18 "0"
12059 12 15 "0"
12061 12 NA "0"
12062 7 NA "0"
12064 75 NA "0"
12066 NA 26 "0"
12067 51 54 "0"
12069 6 9 "0"
12070 12 15 "0"
12073 12 15 "0"
12076 72 NA "0"
12077 30 NA "0"
12078 12 15 "0"
12079 NA 8 "0"
12081 31 NA "0"
12082 23 26 "0"
12083 NA 27 "0"
12084 73 NA "0"
12088 NA NA "0"
12090 6 9 "0"
12091 10 NA "0"
12093 NA 29 "0"
12095 35 38 "0"
12096 29 NA NA
12097 12 15 "0"
12098 NA 43 "0"
12100 93 NA "0"
12102 6 NA "0"
12103 NA 56 "0"
12106 14 17 "0"
12108 NA 27 "0"
12109 44 NA "0"
12110 NA 36 "0"
12115 92 95 "0"
12116 NA 32 "0"
12117 7 NA "0"
12118 32 NA "0"
12119 22 NA "0"
12120 24 27 "0"
12121 24 NA "0"
12122 25 NA "0"
12123 55 58 "0"
12126 5 NA NA
12127 45 NA "0"
12128 NA NA "0"
12129 11 NA "0"
12130 2 5 "0"
12132 NA NA "0"
12135 24 27 "0"
12137 NA 25 NA
12138 17 NA "0"
12139 23 NA "0"
12140 3 NA "0"
12141 22 25 "0"
12143 6 NA "0"
12144 71 74 "0"
12148 NA 4 "0"
12150 NA 8 "0"
12151 5 8 "0"
12152 75 78 "0"
12153 22 NA "0"
12155 33 NA "0"
12158 9 12 "0"
12159 22 NA "0"
12163 NA 31 "0"
12164 28 31 "0"
12166 12 15 "0"
12168 24 NA "0"
12170 NA 89 "0"
12171 NA 55 "0"
12174 47 50 "0"
12175 NA 70 "0"
12177 46 NA "0"
12178 45 48 "0"
12179 43 NA "0"
12180 NA 42 "0"
12188 12 15 "0"
12191 NA 74 NA
12192 21 NA "0"
12193 29 32 "0"
12196 11 NA "0"
12197 19 22 "0"
12198 4 NA "0"
12199 112 115 "0"
12200 45 NA "0"
12203 NA NA "0"
12207 31 NA "0"
12208 18 NA "0"
12209 NA 32 "0"
12210 NA 36 "0"
12211 104 NA "0"
12212 39 42 "0"
12214 NA 7 "0"
12215 21 NA "0"
12216 34 NA "0"
12218 3 NA "0"
12219 42 NA "0"
12220 31 34 "0"
12221 28 NA "0"
12222 12 15 "0"
12223 NA 15 "0"
12224 4 NA "0"
12226 NA NA "0"
12227 91 NA "0"
12229 8 11 "0"
12231 3 NA "0"
12232 43 46 "0"
12234 NA 26 "0"
12236 NA 21 "0"
12238 20 23 "0"
12239 NA 32 "0"
12242 NA 27 "0"
12243 NA 49 "0"
12247 37 NA "0"
12248 32 35 "0"
12249 NA 57 "0"
12252 NA NA "0"
12253 12 NA "0"
12254 NA NA "0"
12256 NA 12 "0"
12257 9 NA "0"
12258 NA 48 "0"
12260 3 NA "0"
12266 NA 35 "0"
12267 NA 75 NA
12269 18 NA "0"
12271 NA NA "0"
12272 5 NA "0"
12273 36 NA "0"
12274 19 NA "0"
12275 3 6 "0"
12276 NA 47 "0"
12278 56 59 "0"
12279 12 NA "0"
12280 NA 9 "0"
12283 47 50 "0"
12286 3 NA "0"
12287 NA 25 "0"
12289 NA 26 "0"
12292 NA 17 "0"
12293 12 NA "0"
12295 NA 19 "0"
12297 31 NA "0"
12299 12 NA "0"
12300 9 NA "0"
12302 35 NA "0"
12304 28 31 "0"
12306 7 NA "0"
12308 NA NA "0"
12309 NA NA "0"
12310 29 NA "0"
12314 43 46 "0"
12316 19 NA "0"
12318 12 NA "0"
12322 NA 14 "0"
12326 85 88 "0"
12328 14 17 "0"
12329 23 NA "0"
12334 23 NA "0"
12339 5 NA NA
12345 NA 45 "0"
12356 7 10 "0"
12357 3 6 "0"
12359 34 37 "0"
12360 6 NA "0"
12361 8 NA "0"
12362 6 9 "0"
12364 26 NA "0"
12366 10 NA "0"
12371 16 NA "0"
12380 11 NA "0"
12382 32 35 "0"
12387 5 NA "0"
12390 27 NA "0"
12394 5 8 "0"
12397 NA 14 "0"
12398 21 24 "0"
12400 20 NA "0"
12406 42 NA "0"
12409 17 NA "0"
12415 27 30 "0"
12416 NA 36 NA
12419 25 28 "0"
12420 33 36 "0"
12422 NA 27 "0"
12424 32 NA "0"
12427 29 32 "0"
12428 10 13 "0"
12430 17 20 "0"
12431 22 NA "0"
12434 NA NA "0"
12435 48 NA "0"
12436 19 NA "0"
12438 6 NA NA
12439 35 NA "0"
12440 3 NA "0"
12442 11 NA "0"
12446 7 NA "0"
12447 13 NA "0"
12454 NA 26 "0"
12458 132 NA "0"
12460 12 15 "0"
12462 47 50 "0"
12463 24 NA "0"
12464 32 NA "0"
12466 14 17 "0"
12467 46 NA "0"
12472 92 95 "0"
12474 92 95 "0"
12476 NA 23 "0"
12478 6 9 "0"
12480 11 14 "0"
12481 32 NA "0"
12483 35 38 "0"
12484 NA 95 "0"
12487 22 25 "0"
12488 12 15 "0"
12490 62 NA "0"
12494 49 NA "0"
12495 40 NA "0"
12496 NA 95 "0"
12506 12 NA "0"
12507 12 NA "0"
12508 NA 95 "0"
12513 92 95 "0"
12517 NA 8 "0"
12518 86 NA "0"
12520 NA 49 "0"
12522 NA 30 "0"
12523 68 NA "0"
12526 18 NA "0"
12527 NA NA "0"
12528 NA 91 "0"
12530 NA 43 "0"
12532 NA NA "0"
12534 79 NA "0"
12535 NA 95 "0"
12536 3 NA "0"
12539 20 NA "0"
12543 NA 95 "0"
12549 56 NA "0"
12551 65 68 "0"
12555 2 NA "0"
12556 NA 95 "0"
12557 65 NA "0"
12558 8 NA "0"
12559 NA 95 "0"
12560 92 95 "0"
12565 NA 73 "0"
12566 31 NA "0"
12568 3 NA "0"
12576 11 14 "0"
12581 NA 72 "0"
12583 24 27 "0"
12584 92 95 "0"
12591 2 NA "0"
12600 63 66 "0"
12601 4 7 "0"
12608 NA 77 "0"
12612 42 NA "0"
12614 NA 18 "0"
12616 19 NA "0"
12619 NA NA "0"
12626 5 8 "0"
12632 47 NA "0"
12633 NA 50 "0"
12637 4 7 "0"
12640 12 NA NA
12643 60 63 "0"
12645 NA 95 "0"
12649 35 38 "0"
12650 9 NA "0"
12651 35 38 "0"
12652 92 95 "0"
12654 12 NA NA
12655 NA NA "0"
12656 NA 31 "0"
12671 23 NA NA
12673 111 114 "0"
12674 4 NA "0"
12675 29 32 "0"
12677 NA 15 "0"
12678 NA 23 "0"
12679 NA 15 "0"
12681 91 NA "0"
12683 24 NA NA
12685 NA NA "0"
12686 NA NA "0"
12687 NA 59 "0"
12688 NA 36 "0"
12691 NA 95 "0"
12693 NA 8 "0"
12695 12 NA "0"
12696 NA NA "0"
12697 14 NA "0"
12698 5 NA "0"
12701 8 NA "0"
12703 35 38 "0"
12704 2 NA NA
12705 NA 6 NA
12721 5 NA "0"
12722 NA 25 "0"
12723 29 NA "0"
12727 30 NA "0"
12732 NA 95 "0"
12734 11 NA "0"
12737 13 16 "0"
12738 NA 23 "0"
12741 8 11 "0"
12742 NA 15 "0"
12744 NA NA "0"
12749 38 NA "0"
12751 4 NA "0"
12753 3 NA "0"
12760 32 35 "0"
12764 NA 87 "0"
12765 NA 49 "0"
12767 12 15 "0"
12768 NA NA "0"
12769 11 NA "0"
12777 12 15 "0"
12778 3 6 "0"
12779 13 NA "0"
12782 NA 22 "0"
12784 NA 14 "0"
12787 45 NA "0"
12789 NA NA "0"
12791 16 19 "0"
12793 16 19 "0"
12794 NA 31 "0"
12798 31 NA "0"
12800 7 NA "0"
12801 NA 19 "0"
12802 44 NA "0"
12803 43 NA "0"
12804 6 9 "0"
12805 2 NA "0"
12806 26 NA "0"
12808 8 11 "0"
12809 19 22 "0"
12810 10 NA "0"
12811 NA 9 "0"
12813 57 60 "0"
12814 NA 15 "0"
12815 15 18 "0"
12817 18 21 "0"
12819 52 NA "0"
12820 26 NA "0"
12821 5 NA "0"
12822 NA 22 "0"
12823 10 NA "0"
12824 4 NA "0"
12825 61 64 "0"
12827 41 NA "0"
12828 67 NA "0"
12829 26 NA "0"
12831 33 NA "0"
12833 17 20 "0"
12834 65 NA "0"
12835 NA NA "0"
12836 22 NA NA
12837 59 62 "0"
12839 14 NA "0"
12841 11 14 "0"
12842 5 8 "0"
12844 24 27 "0"
12846 NA 6 "0"
12847 32 35 "0"
12848 NA 34 NA
12849 16 19 "0"
12850 20 NA "0"
12851 72 75 "0"
12852 25 NA "0"
12853 12 15 "0"
12854 5 8 "0"
12855 9 12 "0"
12858 17 20 "0"
12859 22 25 "0"
12860 32 35 "0"
12861 20 23 "0"
12862 19 NA NA
12864 3 NA "0"
12865 6 NA "0"
12867 33 NA "0"
12869 NA 24 "0"
12872 93 NA "0"
12873 24 NA "0"
12874 20 NA "0"
12875 46 NA "0"
12876 23 NA "0"
12878 113 NA "0"
12879 NA 104 "0"
12880 44 NA "0"
12881 94 97 "0"
12882 NA 74 "0"
12883 NA 16 "0"
12884 NA 68 "0"
12886 18 NA "0"
12887 14 17 "0"
12888 20 NA "0"
12889 30 33 "0"
12891 11 NA "0"
12892 NA 21 "0"
12893 21 NA "0"
12894 73 NA "0"
12895 NA 78 "0"
12897 59 62 "0"
12898 20 NA "0"
12899 21 NA "0"
12900 38 41 "0"
12902 3 6 "0"
12903 24 NA "0"
12904 45 NA "0"
12905 13 16 "0"
12906 10 NA "0"
12907 42 NA "0"
12908 18 NA "0"
12909 NA 4 "0"
12912 19 22 "0"
12913 27 30 "0"
12915 92 95 "0"
12918 NA 44 "0"
12920 61 NA "0"
12921 12 15 "0"
12923 12 NA "0"
12924 27 NA "0"
12925 NA 10 "0"
12927 4 NA "0"
12928 NA 54 "0"
12929 6 9 "0"
12931 NA 7 "0"
12932 NA 22 "0"
12933 NA 28 "0"
12934 NA 32 "0"
12935 NA 22 "0"
12936 82 NA "0"
12939 23 26 "0"
12940 14 NA "0"
12941 20 NA "0"
12942 39 42 "0"
12943 67 NA "0"
12944 NA 35 "0"
12945 3 6 "0"
12946 40 NA "0"
12947 14 17 "0"
12950 43 46 "0"
12952 NA 48 "0"
12953 20 23 "0"
12956 87 NA "0"
12957 42 NA "0"
12958 2 NA "0"
12959 35 38 "0"
12961 25 NA "0"
12962 61 64 "0"
12963 30 NA "0"
12964 43 NA NA
12967 NA 15 "0"
12968 73 NA "0"
12969 86 NA "0"
12970 12 NA "0"
12972 17 20 "0"
12976 21 24 "0"
12977 NA 6 "0"
12979 18 21 "0"
12980 NA 66 "0"
12981 NA 32 "0"
12984 NA 36 "0"
12986 NA 3 "0"
12988 99 102 "0"
12989 12 NA "0"
12990 10 NA "0"
12993 13 NA "0"
12994 NA 44 "0"
12996 30 NA "0"
12997 18 NA "0"
12999 47 NA "0"
13000 26 29 "0"
13001 29 NA "0"
13002 NA 8 "0"
13003 36 39 "0"
13004 20 NA "0"
13005 71 NA "0"
13006 81 NA NA
13007 30 33 "0"
13009 19 NA "0"
13010 NA 9 "0"
13011 22 NA "0"
13012 3 NA "0"
13013 43 NA "0"
13014 26 29 "0"
13015 13 NA "0"
13016 18 NA "0"
13018 8 11 "0"
13019 33 NA "0"
13020 30 33 "0"
13021 44 NA "0"
13023 59 62 "0"
13024 NA NA "0"
13026 20 23 "0"
13027 31 NA NA
13030 NA 44 NA
13032 34 NA "0"
13033 14 NA "0"
13036 NA 21 "0"
13038 20 NA NA
13039 29 32 "0"
13040 37 40 "0"
13041 31 NA "0"
13042 26 NA "0"
13043 7 NA "0"
13045 8 NA "0"
13046 29 NA "0"
13047 13 16 "0"
13048 28 NA "0"
13049 35 38 "0"
13050 17 NA "0"
13051 10 13 "0"
13052 7 NA "0"
13053 9 12 "0"
13054 67 NA "0"
13055 18 NA "0"
13056 13 16 "0"
13057 8 NA "0"
13058 21 24 "0"
13059 60 63 "0"
13060 21 NA "0"
13061 8 11 "0"
13062 11 NA "0"
13063 26 29 "0"
13065 6 NA "0"
13066 72 75 "0"
13068 13 NA "0"
13069 7 NA "0"
13070 6 NA "0"
13071 16 NA "0"
13072 5 8 "0"
13073 7 10 "0"
13074 13 NA "0"
13075 20 NA "0"
13076 16 19 "0"
13077 NA 5 "0"
13079 81 NA NA
13080 13 16 "0"
13081 NA 31 NA
13082 NA 3 "0"
13083 33 NA "0"
13084 13 16 "0"
13085 23 26 "0"
13086 18 21 "0"
13087 15 18 "0"
13088 120 123 "0"
13089 22 NA "0"
13090 18 NA "0"
13092 16 NA "0"
13093 16 NA "0"
13094 19 NA "0"
13095 12 NA "0"
13096 25 NA "0"
13098 34 NA NA
13099 16 NA "0"
13101 12 NA "0"
13102 10 NA "0"
13104 8 11 "0"
13105 NA 40 "0"
13106 22 NA "0"
13108 17 NA "0"
13109 20 NA "0"
13112 30 33 "0"
13114 10 13 "0"
13115 6 NA "0"
13116 19 22 "0"
13118 10 NA "0"
13119 11 NA "0"
13120 12 NA "0"
13121 3 NA "0"
13123 7 NA "0"
13125 NA 18 "0"
13126 8 11 "0"
13131 NA 8 "0"
13133 NA 37 "0"
13136 45 NA "0"
13138 44 NA "0"
13140 23 NA "0"
13141 27 NA "0"
13142 26 NA "0"
13143 26 NA "0"
13144 NA 32 "0"
13145 NA 83 "0"
13146 NA 43 "0"
13147 19 NA "0"
13151 23 26 "0"
13153 NA 83 "0"
13154 16 NA "0"
13155 37 NA "0"
13157 NA 44 "0"
13158 20 NA "0"
13159 19 NA "0"
13161 32 35 "0"
13163 4 NA "0"
13164 12 15 "0"
13165 42 45 "0"
13168 NA 15 "0"
13171 6 NA NA
13172 19 22 "0"
13176 43 NA NA
13179 20 NA "0"
13184 NA 24 "0"
13185 6 NA "0"
13190 NA 45 "0"
13191 74 77 "0"
13194 15 NA "0"
13197 24 NA "0"
13199 1 NA "0"
13200 7 NA "0"
13201 6 NA "0"
13203 15 NA "0"
13204 6 9 "0"
13205 23 26 "0"
13207 NA 9 "0"
13208 NA NA "0"
13209 NA NA "0"
13210 11 14 "0"
13211 5 NA "0"
13212 18 21 "0"
13214 NA 7 "0"
13215 13 NA "0"
13218 NA 57 "0"
13219 NA 14 "0"
13223 NA 14 "0"
13224 NA 22 "0"
13225 NA 15 "0"
13229 NA 6 "0"
13240 NA 28 "0"
13254 NA 93 "0"
13267 NA 12 "0"
13276 NA 20 "0"
13278 NA 25 "0"
13280 NA 13 "0"
13282 NA 28 "0"
13285 NA 22 "0"
13287 NA 7 "0"
13288 NA 25 "0"
13289 NA 6 "0"
13290 NA 30 "0"
17015 NA 57 "0"
17021 NA 18 "0"
17022 NA 12 "0"
17027 NA 14 NA
17031 NA 74 "0"
17040 NA 15 "0"
17044 NA 25 "0"
17046 NA 37 "0"
17085 NA 9 "0"
17089 NA 16 "0"
17101 NA 22 "0"
17103 NA 44 "0"
17104 NA 26 "0"
17133 NA 16 "0"
17134 NA 6 "0"
17135 NA 7 "0"
17139 NA 17 "0"
17140 NA 5 "0"
17147 NA 20 "0"
18009 NA 34 "0"
18011 NA 10 "0"
18012 NA 28 "0"
18013 NA 4 "0"
18016 NA 2 "0"
18017 NA 45 "0"
18020 NA 9 "0"
18021 NA 22 "0"
18022 NA 3 "0"
18023 NA 9 "0"
18024 NA 20 "0"
18025 NA 4 "0"
18026 NA 1 "0"
18027 NA 41 "0"
18031 NA 7 "0"
18032 NA 6 "0"
18033 NA 23 "0"
18034 NA 10 "0"
18035 NA 23 "0"
18036 NA 26 "0"
18037 NA 13 "0"
18038 NA 6 "0"
18041 NA 7 "0"
18042 NA 25 NA
18043 NA 26 "0"
