"d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "isgru" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "identif" "razd" "raz98d" "duacq" "dusco" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "desi98"
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 3500 NA NA NA NA NA NA NA NA NA NA NA NA NA 25 31 25 22 0 2 2 NA 1 NA NA NA NA NA NA "251590528" 0 0 0 0 1 0 0 0 NA NA NA 8.1605182474775 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 2344 2473 4914 -155 -398 243 34 2207 NA NA NA NA NA NA NA NA 25 31 25 22 0 2 2 NA 1 NA NA NA NA NA NA "251590528" 0 0 0 0 1 0 0 0 -0.0321777039651235 -1.56774193548387 0.458168984845339 8.49984355308112 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 1790 2363 4432 247 4 243 30 2147 NA NA NA NA NA NA NA NA 25 31 25 22 0 2 2 NA 1 NA NA NA NA NA NA "251590528" 0 0 0 0 1 0 0 0 0.0594750782566819 0.983805668016194 0.516975680231158 8.39660622842712 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 1808 86 2904 137 26 111 22 41 NA NA NA NA NA NA NA NA 20 20 20 11 0 2 2 24 1 NA NA NA NA NA NA "251620176" 0 0 0 0 0 0 1 0 0.0723336853220697 0.81021897810219 0.0216473072861668 7.97384437594469 0.83922276510508 "0" 0.112094395280236 "1" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 1838 78 3834 118 41 77 45 33 NA NA NA NA NA NA NA NA 20 20 20 11 0 2 2 24 1 NA NA NA NA NA NA "251620176" 0 0 0 0 0 0 1 0 0.0615866388308977 0.652542372881356 0.017223382045929 8.25166392360559 0.883827117462531 "0" 0.115472637541575 "1" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 1395 95 2670 68 21 47 33 54 NA NA NA NA NA NA NA NA 20 20 20 11 0 2 2 24 1 NA NA NA NA NA NA "251620176" 0 0 0 0 0 0 1 0 0.0456375838926174 0.691176470588235 0.036241610738255 7.8898337513943 0.847376371132951 "0" 0.11414817232376 "1" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 3431 733 7620 1974 1938 36 89 641 NA NA NA NA NA NA NA NA 35 36 37 33 0 2 2 33 1 NA NA NA NA NA NA "251760170" 0 0 0 0 0 0 1 0 0.474063400576369 0.0182370820668693 0.153938520653218 8.93853164868069 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 4136 1419 8821 1703 1553 150 65 1212 NA NA NA NA NA NA NA NA 35 36 37 33 0 2 2 33 1 NA NA NA NA NA NA "251760170" 0 0 0 0 0 0 1 0 0.306570657065707 0.0880798590722255 0.218181818181818 9.08489052125877 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 4341 1626 9763 2910 2788 122 14 1144 NA NA NA NA NA NA NA NA 35 36 37 33 0 2 2 33 1 NA NA NA NA NA NA "251760170" 0 0 0 0 0 0 1 0 0.487682252388135 0.0419243986254296 0.191721132897603 9.18635500922567 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 1 1995-01-01 NA NA 4000 NA NA NA NA NA NA NA NA NA NA NA NA NA 15 15 15 24 0 2 2 24 1 NA NA NA NA NA NA "252330354" 0 0 0 0 1 0 0 0 NA NA NA 8.29404964010203 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 1 1996-01-01 2051 555 4523 171 73 98 0 553 NA NA NA NA NA NA NA NA 15 15 15 24 0 2 2 24 1 NA NA NA NA NA NA "252330354" 0 0 0 0 1 0 0 0 0.0656178050652341 0.573099415204678 0.212202609363008 8.41693076947784 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 1 1997-01-01 1677 659 3739 28 -62 90 0 653 NA NA NA NA NA NA NA NA 15 15 15 24 0 2 2 24 1 NA NA NA NA NA NA "252330354" 0 0 0 0 1 0 0 0 0.011986301369863 3.21428571428571 0.279537671232877 8.22657347497711 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 5000 NA NA NA NA NA NA NA NA NA NA NA NA NA 23 23 23 20 0 2 2 NA 1 NA NA NA NA NA NA "252450532" 0 0 0 0 1 0 0 0 NA NA NA 8.51719319141624 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 2630 971 4700 125 65 60 0 968 NA NA NA NA NA NA NA NA 23 23 23 20 0 2 2 NA 1 NA NA NA NA NA NA "252450532" 0 0 0 0 1 0 0 0 0.0347125798389336 0.48 0.268814218272702 8.45531778769815 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 2540 1071 4706 65 -2 67 0 1068 NA NA NA NA NA NA NA NA 23 23 23 20 0 2 2 NA 1 NA NA NA NA NA NA "252450532" 0 0 0 0 1 0 0 0 0.0180005538631958 1.03076923076923 0.295762946552202 8.45659356928731 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 4500 NA NA NA NA NA NA NA NA NA NA NA NA NA 13 14 13 38 0 2 2 38 1 NA NA NA NA NA NA "252880738" 0 0 0 0 1 0 0 0 NA NA NA 8.41183267575841 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 3580 3384 4464 436 385 51 13 3365 NA NA NA NA NA NA NA NA 13 14 13 38 0 2 2 38 1 NA NA NA NA NA NA "252880738" 0 0 0 0 1 0 0 0 0.0626076967260195 0.11697247706422 0.483199310740953 8.40380050406115 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 3816 3271 4501 236 186 50 7 3247 NA NA NA NA NA NA NA NA 13 14 13 38 0 2 2 38 1 NA NA NA NA NA NA "252880738" 0 0 0 0 1 0 0 0 0.0333004091999436 0.211864406779661 0.458162833356851 8.41205487329293 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 3000 NA NA NA NA NA NA NA NA NA NA NA NA NA 23 23 23 29 0 2 2 25 1 NA NA NA NA NA NA "253540364" 0 0 0 0 0 0 1 0 NA NA NA 8.00636756765025 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 1825 1420 3349 470 358 112 0 1419 NA NA NA NA NA NA NA NA 23 23 23 29 0 2 2 25 1 NA NA NA NA NA NA "253540364" 0 0 0 0 0 0 1 0 0.144838212634823 0.238297872340426 0.43728813559322 8.1164170727942 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 1685 1476 3478 292 215 77 0 1463 NA NA NA NA NA NA NA NA 23 23 23 29 0 2 2 25 1 NA NA NA NA NA NA "253540364" 0 0 0 0 0 0 1 0 0.0923758304334071 0.263698630136986 0.462828218918064 8.15421269491423 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 24572 8592 31911 1800 20 1780 2480 2248 NA NA NA NA NA NA NA NA 92 96 92 26 1 2 1 NA 1 NA NA NA NA NA NA "253660129" 1 1 0 0 0 0 1 0 0.0542757206609577 0.988888888888889 0.0677843444699071 10.3707060569198 0.83922276510508 "1" 0.112094395280236 "1" 1
NA NA NA NA NA NA NA NA NA 0 1996-01-01 20033 9846 32511 1008 -487 1495 2544 2033 NA NA NA NA NA NA NA NA 92 96 92 26 1 2 1 NA 1 NA NA NA NA NA NA "253660129" 1 1 0 0 0 0 1 0 0.0337360688108705 1.48313492063492 0.0680410990997021 10.3893337725911 0.883827117462531 "1" 0.115472637541575 "1" 1
NA NA NA NA NA NA NA NA NA 0 1997-01-01 32533 9477 29686 1721 75 1646 3481 1897 NA NA NA NA NA NA NA NA 92 96 92 26 1 2 1 NA 1 NA NA NA NA NA NA "253660129" 1 1 0 0 0 0 1 0 0.0409664365627232 0.956420685647879 0.0451559152582718 10.2984308331847 0.847376371132951 "1" 0.11414817232376 "1" 1
NA NA NA NA NA NA NA NA NA 1 1995-01-01 27392 8196 26069 1769 1378 391 62 7202 NA NA NA NA NA NA NA NA 97 97 109 47 0 2 2 34 1 NA NA NA NA NA NA "254320410" 0 0 0 0 0 1 0 0 0.0497077666629201 0.221028829847371 0.202371585927841 10.1685021479256 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 1 1996-01-01 29591 8413 32489 2869 2562 307 96 7287 NA NA NA NA NA NA NA NA 97 97 109 47 0 2 2 34 1 NA NA NA NA NA NA "254320410" 0 0 0 0 0 1 0 0 0.075492053468056 0.10700592540955 0.191742974423745 10.3886568494883 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 1 1997-01-01 32524 9148 21707 499 234 265 165 7122 NA NA NA NA NA NA NA NA 97 97 109 47 0 2 2 34 1 NA NA NA NA NA NA "254320410" 0 0 0 0 0 1 0 0 0.0119744672681897 0.531062124248497 0.170906124016126 9.98539006815576 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 2600 NA NA NA NA NA NA NA NA NA NA NA NA NA 20 20 20 24 0 2 2 NA 1 NA NA NA NA NA NA "254680193" 0 0 0 0 1 0 0 0 NA NA NA 7.86326672400957 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 NA NA 2700 NA NA NA NA NA NA NA NA NA NA NA NA NA 20 20 20 24 0 2 2 NA 1 NA NA NA NA NA NA "254680193" 0 0 0 0 1 0 0 0 NA NA NA 7.90100705199242 0.883827117462531 NA 0.115472637541575 NA 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 NA NA 2700 NA NA NA NA NA NA NA NA NA NA NA NA NA 20 20 20 24 0 2 2 NA 1 NA NA NA NA NA NA "254680193" 0 0 0 0 1 0 0 0 NA NA NA 7.90100705199242 0.847376371132951 NA 0.11414817232376 NA 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 5700 NA NA NA NA NA NA NA NA NA NA NA NA NA 24 25 27 66 0 2 2 66 1 NA NA NA NA NA NA "254860316" 0 0 0 0 1 0 0 0 NA NA NA 8.64822145382264 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 2168 963 7393 82 53 29 12 922 NA NA NA NA NA NA NA NA 24 25 27 66 0 2 2 66 1 NA NA NA NA NA NA "254860316" 0 0 0 0 1 0 0 0 0.0261897157457681 0.353658536585366 0.294474608751198 8.9082888855571 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 2139 1136 7709 142 54 88 6 926 NA NA NA NA NA NA NA NA 24 25 27 66 0 2 2 66 1 NA NA NA NA NA NA "254860316" 0 0 0 0 1 0 0 0 0.0433587786259542 0.619718309859155 0.282748091603053 8.95014375645926 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 3864 4374 9825 302 179 123 0 2972 NA NA NA NA NA NA NA NA 48 52 52 23 0 2 2 -5 1 NA NA NA NA NA NA "255260235" 0 0 0 0 1 0 0 0 0.0366593833454722 0.407284768211921 0.36076717649915 9.19268543673746 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 4479 3258 10694 1002 831 171 0 2622 NA NA NA NA NA NA NA NA 48 52 52 23 0 2 2 -5 1 NA NA NA NA NA NA "255260235" 0 0 0 0 1 0 0 0 0.129507561070182 0.170658682634731 0.338891043039938 9.27743811550868 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 3088 2943 9054 452 433 19 0 2447 NA NA NA NA NA NA NA NA 48 52 52 23 0 2 2 -5 1 NA NA NA NA NA NA "255260235" 0 0 0 0 1 0 0 0 0.0749461117559277 0.0420353982300885 0.405737025368927 9.1109619279959 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 4781 2415 7720 713 546 167 19 1353 NA NA NA NA NA NA NA NA 16 14 15 26 0 2 2 26 1 NA NA NA NA NA NA "255480932" 0 0 1 0 1 0 0 0 0.099082823790995 0.23422159887798 0.188021122846026 8.95156964301882 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 5367 1902 7000 997 858 139 10 1699 NA NA NA NA NA NA NA NA 16 14 15 26 0 2 2 26 1 NA NA NA NA NA NA "255480932" 0 0 1 0 1 0 0 0 0.137157793369102 0.139418254764293 0.233732287797496 8.85366542803745 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 5614 2384 6908 463 310 153 11 2265 NA NA NA NA NA NA NA NA 16 14 15 26 0 2 2 26 1 NA NA NA NA NA NA "255480932" 0 0 1 0 1 0 0 0 0.057889472368092 0.330453563714903 0.283195798949737 8.84043543926657 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 2293 4953 4071 20 -144 164 493 4374 NA NA NA NA NA NA NA NA 36 39 42 25 0 2 2 28 1 NA NA NA NA NA NA "255540834" 0 0 0 0 0 0 1 0 0.00276014352746343 8.2 0.603643389456252 8.31164394850298 0.83922276510508 "1" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 1517 5063 3824 355 144 211 455 4556 NA NA NA NA NA NA NA NA 36 39 42 25 0 2 2 28 1 NA NA NA NA NA NA "255540834" 0 0 0 0 0 0 1 0 0.053951367781155 0.594366197183099 0.692401215805471 8.24905227417129 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 2100 5940 7455 1153 657 496 490 5328 NA NA NA NA NA NA NA NA 36 39 42 25 0 2 2 28 1 NA NA NA NA NA NA "255540834" 0 0 0 0 0 0 1 0 0.143407960199005 0.430182133564614 0.662686567164179 8.91664022719884 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 10491 1308 14146 380 29 351 23 1276 NA NA NA NA NA NA NA NA 81 83 80 23 0 2 2 22 1 NA NA NA NA NA NA "256690339" 0 0 0 0 0 0 1 0 0.0322061191626409 0.923684210526316 0.108144758030342 9.55718717759594 0.83922276510508 "1" 0.112094395280236 "1" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 10243 1384 15117 457 -68 525 27 1348 NA NA NA NA NA NA NA NA 81 83 80 23 0 2 2 22 1 NA NA NA NA NA NA "256690339" 0 0 0 0 0 0 1 0 0.039305065795132 1.14879649890591 0.115937043089361 9.62357521734871 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 9272 1401 14626 235 -157 392 18 1213 NA NA NA NA NA NA NA NA 81 83 80 23 0 2 2 22 1 NA NA NA NA NA NA "256690339" 0 0 0 0 0 0 1 0 0.0220181767075799 1.66808510638298 0.1136512695587 9.5905560458309 0.847376371132951 "1" 0.11414817232376 "1" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 5360 601 8363 878 559 319 3 577 NA NA NA NA NA NA NA NA 20 20 20 32 0 2 2 32 1 NA NA NA NA NA NA "256930315" 0 0 0 0 1 0 0 0 0.147290723033048 0.363325740318907 0.0967958396242241 9.03157249338153 0.83922276510508 "0" 0.112094395280236 "1" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 5065 632 7252 550 246 304 2 613 NA NA NA NA NA NA NA NA 20 20 20 32 0 2 2 32 1 NA NA NA NA NA NA "256930315" 0 0 0 0 1 0 0 0 0.0965420396700018 0.552727272727273 0.107600491486747 8.88903257187474 0.883827117462531 "0" 0.115472637541575 "1" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 5635 688 7896 524 315 209 45 608 NA NA NA NA NA NA NA NA 20 20 20 32 0 2 2 32 1 NA NA NA NA NA NA "256930315" 0 0 0 0 1 0 0 0 0.0828720544045548 0.398854961832061 0.0961568875533766 8.97411158111332 0.847376371132951 "0" 0.11414817232376 "1" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 3208 5020 10655 706 342 364 9 4954 NA NA NA NA NA NA NA NA 39 39 39 30 0 2 2 NA 1 NA NA NA NA NA NA "257130048" 0 0 0 0 1 0 0 0 0.085804569761789 0.515580736543909 0.602090422946038 9.27378454453272 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 3101 4727 10475 -133 -581 448 11 4659 NA NA NA NA NA NA NA NA 39 39 39 30 0 2 2 NA 1 NA NA NA NA NA NA "257130048" 0 0 0 0 1 0 0 0 -0.0169902912621359 -3.36842105263158 0.59517118037813 9.25674674479034 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 3789 4610 11516 289 -54 343 7 4524 NA NA NA NA NA NA NA NA 39 39 39 30 0 2 2 NA 1 NA NA NA NA NA NA "257130048" 0 0 0 0 1 0 0 0 0.0344088581974045 1.18685121107266 0.538635551851411 9.35149265173207 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 5960 NA NA NA NA NA NA NA NA NA NA NA NA NA 24 24 24 125 0 2 2 25 1 NA NA NA NA NA NA "257280363" 0 0 0 0 0 1 0 0 NA NA NA 8.6928257600594 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 3645 1654 5985 651 286 365 1 1585 NA NA NA NA NA NA NA NA 24 24 24 125 0 2 2 25 1 NA NA NA NA NA NA "257280363" 0 0 0 0 0 1 0 0 0.122853368560106 0.560675883256528 0.299113040196263 8.69701161799207 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 3903 1814 5978 658 350 308 12 1741 NA NA NA NA NA NA NA NA 24 24 24 125 0 2 2 25 1 NA NA NA NA NA NA "257280363" 0 0 0 0 0 1 0 0 0.115095329718384 0.468085106382979 0.30453034808466 8.69584134284388 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 6138 1273 13908 1327 1174 153 602 624 NA NA NA NA NA NA NA NA 60 60 67 25 0 2 2 25 1 NA NA NA NA NA NA "257770363" 0 0 0 0 0 0 1 0 0.179058156793955 0.115297663903542 0.0841991634057482 9.54021949312775 0.83922276510508 "0" 0.112094395280236 "1" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 5513 1091 13075 928 773 155 486 557 NA NA NA NA NA NA NA NA 60 60 67 25 0 2 2 25 1 NA NA NA NA NA NA "257770363" 0 0 0 0 0 0 1 0 0.140520896426408 0.167025862068966 0.0843428225317989 9.47845728893312 0.883827117462531 "0" 0.115472637541575 "1" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 5891 865 12264 543 415 128 369 397 NA NA NA NA NA NA NA NA 60 60 67 25 0 2 2 25 1 NA NA NA NA NA NA "257770363" 0 0 0 0 0 0 1 0 0.0803730017761989 0.23572744014733 0.0587625814091178 9.41442342055165 0.847376371132951 "0" 0.11414817232376 "1" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 3773 3655 7835 137 -183 320 149 3506 NA NA NA NA NA NA NA NA 36 36 34 34 0 2 2 34 1 NA NA NA NA NA NA "257990730" 0 0 1 0 1 0 0 0 0.0184437264404954 2.33576642335766 0.471997845988153 8.96635615479012 0.83922276510508 "1" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 2344 3346 6999 245 -80 325 67 3279 NA NA NA NA NA NA NA NA 36 36 34 34 0 2 2 34 1 NA NA NA NA NA NA "257990730" 0 0 1 0 1 0 0 0 0.0430579964850615 1.3265306122449 0.576274165202109 8.85352256068954 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 2636 3258 6953 -389 -602 213 67 3191 NA NA NA NA NA NA NA NA 36 36 34 34 0 2 2 34 1 NA NA NA NA NA NA "257990730" 0 0 1 0 1 0 0 0 -0.0659993213437394 -0.547557840616967 0.541398031896844 8.84692850009902 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 18072 2879 22538 447 376 71 847 2032 NA NA NA NA NA NA NA NA 78 78 74 36 0 2 2 36 1 NA NA NA NA NA NA "258200733" 0 0 0 0 1 0 0 0 0.0213354971123097 0.158836689038031 0.0969882105866068 10.0229580525123 0.83922276510508 "0" 0.112094395280236 "1" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 17404 2509 22670 982 905 77 867 1642 NA NA NA NA NA NA NA NA 78 78 74 36 0 2 2 36 1 NA NA NA NA NA NA "258200733" 0 0 0 0 1 0 0 0 0.0493145181539698 0.0784114052953157 0.0824586953246623 10.0287977435016 0.883827117462531 "0" 0.115472637541575 "1" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 18237 5672 20440 627 579 48 1108 4440 NA NA NA NA NA NA NA NA 78 78 74 36 0 2 2 36 1 NA NA NA NA NA NA "258200733" 0 0 0 0 1 0 0 0 0.0262244343134385 0.076555023923445 0.185704128152579 9.92524904431764 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 26671 30993 63905 15783 14705 1078 99 26489 NA NA NA NA NA NA NA NA 75 80 85 52 0 2 2 NA 1 NA NA NA NA NA NA "258770469" 0 0 0 0 0 1 0 0 0.273706298557159 0.0683013368814547 0.459368063263041 11.0651528845658 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 21249 33173 38336 775 -292 1067 109 28253 NA NA NA NA NA NA NA NA 75 80 85 52 0 2 2 NA 1 NA NA NA NA NA NA "258770469" 0 0 0 0 0 1 0 0 0.014240564477601 1.37677419354839 0.519146668626658 10.5541446814751 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 23753 38713 39831 1209 157 1052 121 33449 NA NA NA NA NA NA NA NA 75 80 85 52 0 2 2 NA 1 NA NA NA NA NA NA "258770469" 0 0 0 0 0 1 0 0 0.0193545288637019 0.870140612076096 0.535475298562418 10.592400782564 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 10797 3571 10431 94 -76 170 665 2895 NA NA NA NA NA NA NA NA 103 103 103 36 1 2 2 36 1 NA NA NA NA NA NA "258860734" 0 0 0 0 0 0 1 0 0.00654231625835189 1.80851063829787 0.201489420935412 9.25253742067597 0.83922276510508 "1" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 0 1996-01-01 12878 3985 14972 617 171 446 762 3212 NA NA NA NA NA NA NA NA 103 103 103 36 1 2 2 36 1 NA NA NA NA NA NA "258860734" 0 0 0 0 0 0 1 0 0.0365889817944612 0.722852512155592 0.19047619047619 9.61393706902432 0.883827117462531 "0" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 0 1997-01-01 12425 4865 13087 648 103 545 1001 3187 NA NA NA NA NA NA NA NA 103 103 103 36 1 2 2 36 1 NA NA NA NA NA NA "258860734" 0 0 0 0 0 0 1 0 0.0374783111625217 0.841049382716049 0.184326200115674 9.47937465005548 0.847376371132951 "0" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 0 1995-01-01 21329 12798 5365 750 -1000 1750 6 11240 NA NA NA NA NA NA NA NA 151 149 144 28 0 2 2 NA 1 NA NA NA NA NA NA "259130879" 0 0 0 0 0 1 0 0 0.0219767339643098 2.33333333333333 0.329357986345123 8.5876516550648 0.83922276510508 "1" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 20377 12281 4751 282 -1090 1372 1 10638 NA NA NA NA NA NA NA NA 151 149 144 28 0 2 2 NA 1 NA NA NA NA NA NA "259130879" 0 0 0 0 0 1 0 0 0.00863494396472534 4.86524822695035 0.325739481903362 8.46611040118692 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 15602 11932 4111 -2269 -3461 1192 0 10338 NA NA NA NA NA NA NA NA 151 149 144 28 0 2 2 NA 1 NA NA NA NA NA NA "259130879" 0 0 0 0 0 1 0 0 -0.0824072056366674 -0.52534156015866 0.375463063848333 8.32142158689788 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 7812 3552 15933 715 320 395 171 3265 NA NA NA NA NA NA NA NA 55 55 55 25 0 2 2 NA 1 NA NA NA NA NA NA "259430883" 0 0 0 0 1 0 0 0 0.062917986624428 0.552447552447552 0.287310806054206 9.67614770909051 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 8642 3712 18330 498 49 449 180 3409 NA NA NA NA NA NA NA NA 55 55 55 25 0 2 2 NA 1 NA NA NA NA NA NA "259430883" 0 0 0 0 1 0 0 0 0.0403108305002428 0.901606425702811 0.275943014408289 9.81629434083375 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 7238 4103 20784 98 -485 583 459 3521 NA NA NA NA NA NA NA NA 55 55 55 25 0 2 2 NA 1 NA NA NA NA NA NA "259430883" 0 0 0 0 1 0 0 0 0.0086412132968874 5.94897959183673 0.31046644916674 9.94193873891038 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 3000 NA NA NA NA NA NA NA NA NA NA NA NA NA 15 18 19 27 0 2 2 NA 1 NA NA NA NA NA NA "259850255" 0 0 0 0 0 0 1 0 NA NA NA 8.00636756765025 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 2765 609 6221 277 192 85 0 609 NA NA NA NA NA NA NA NA 15 18 19 27 0 2 2 NA 1 NA NA NA NA NA NA "259850255" 0 0 0 0 0 0 1 0 0.0820983995257854 0.306859205776173 0.180497925311203 8.73568594451502 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 3547 1239 7533 585 493 92 0 1239 NA NA NA NA NA NA NA NA 15 18 19 27 0 2 2 NA 1 NA NA NA NA NA NA "259850255" 0 0 0 0 0 0 1 0 0.122231508566653 0.157264957264957 0.25888006686168 8.92704864782569 0.847376371132951 "0" 0.11414817232376 "0" 0
