"identif" "eta98c" "eta01c" "persist" "perdesi"
"3907" 1028920939 13 16 0 0
"3908" 1028940202 NA NA 0 0
"3909" 1029680427 11 14 0 0
"3910" 1029710505 7 10 0 0
"3911" 1029840492 NA NA 0 0
"3912" 1030570169 NA NA 0 0
"3913" 1030830490 23 26 0 0
"3914" 1032100736 NA NA 0 0
"3915" 1032420373 17 20 0 0
"3916" 1032810433 NA NA 0 0
"3917" 1032980947 NA NA 0 0
"3918" 1033930089 NA NA 0 0
"3919" 1034230481 NA NA 0 0
"3920" 1034730167 NA NA 0 0
"3921" 1034840024 NA NA 0 0
"3922" 1035020452 13 16 0 0
"3923" 1035400479 NA NA 0 0
"3924" 1035950368 16 19 0 0
"3925" 1037030019 NA NA 0 0
"3926" 1037260022 NA NA 0 0
"3927" 1037660312 NA NA 0 0
"3928" 1038020391 NA NA 0 0
"3929" 1041270934 NA NA 0 0
"3931" 1042520509 10 13 0 0
"3932" 1043030451 NA NA 0 0
"3933" 1043590941 NA NA 0 0
"3934" 1043700946 13 16 0 0
"3935" 1043820181 19 22 0 0
"3936" 1043960185 19 22 0 0
"3937" 1044410941 12 15 0 0
"3938" 1045140026 NA NA 0 0
"3939" 1045140422 11 14 0 0
"3940" 1045190161 21 24 0 0
"3941" 1047090435 NA NA 0 0
"3942" 1047430664 NA NA 0 0
"3943" 1047520407 NA NA 0 0
"3944" 1049390171 13 16 0 0
"3945" 1050510509 11 14 0 0
"3946" 1051300183 NA NA 0 0
"3947" 1052630380 NA NA 0 0
"3948" 1052720488 10 13 0 0
"3949" 1053070469 NA NA 0 0
"3950" 1053270689 NA NA 0 0
"3951" 1053850474 15 18 0 0
"3952" 1053960026 24 27 0 0
"3953" 1054010300 2 5 0 0
"3954" 1054310510 NA NA 0 0
"3955" 1055140478 NA NA 0 0
"3956" 1055180078 NA NA 0 0
"3957" 1058400366 15 18 0 0
"3958" 1058660431 11 14 0 0
"3959" 1059170182 19 22 0 0
"3960" 1059270420 NA NA 0 0
"3961" 1059280437 NA NA 0 0
"3962" 1059470483 10 13 0 0
"3963" 1059930940 12 15 0 0
"3964" 1060760930 NA NA 0 0
"3965" 1061340187 NA NA 0 0
"3966" 1062660930 NA NA 0 0
"3967" 1063060940 12 15 0 0
"3968" 1063510407 NA NA 0 0
"3971" 1064710527 15 18 0 0
"3972" 1064720484 NA NA 0 0
"3973" 1064850456 13 16 0 0
"3974" 1064950735 19 22 0 0
"3975" 1065650177 NA NA 0 0
"3976" 1065700774 NA NA 0 0
"3977" 1067780238 13 16 0 0
"3978" 1068240661 NA NA 0 0
"3979" 1069120482 NA NA 0 0
"3981" 1069660519 15 18 0 0
"3982" 1070290457 13 16 0 0
"3983" 1070350019 NA 51 0 0
"3984" 1070700116 19 22 0 0
"3986" 1072740185 19 22 0 0
"3987" 1074460238 13 16 0 0
"3988" 1074710178 NA NA 0 0
"3989" 1075000189 13 16 0 0
"3990" 1075590363 NA NA 0 0
"3991" 1075700293 NA NA 0 0
"3992" 1076120160 NA 30 0 0
"3993" 1076450948 NA NA 0 0
"3994" 1076980936 17 20 0 0
"3995" 1077790516 9 12 0 0
"3997" 1078340915 NA NA 0 0
"3999" 1080860488 9 12 0 0
"4000" 1081460478 NA NA 0 0
"4001" 1083180223 15 18 0 0
"4002" 1083290931 NA NA 0 0
"4003" 1083700913 NA NA 0 0
"4004" 1084350419 10 13 0 0
"4005" 1085080041 NA NA 0 0
"4007" 1085670445 NA NA 0 0
"4008" 1086600019 24 27 0 0
"4009" 1086930178 NA NA 0 0
"4010" 1087980420 10 13 0 0
"4012" 1088350367 NA NA 0 0
"4013" 1088740161 27 30 0 0
"4016" 1089300494 NA NA 0 0
"4017" 1089310493 NA NA 0 0
"4018" 1090450668 NA NA 0 0
"4019" 1091070489 22 25 0 0
"4020" 1091900182 NA NA 0 0
"4021" 1092370310 16 19 0 0
"4022" 1092670198 14 17 0 0
"4023" 1092710440 8 11 0 0
"4025" 1093860517 NA NA 0 0
"4026" 1095530183 19 22 0 0
"4027" 1095860440 7 10 0 0
"4028" 1096030183 NA NA 0 0
"4030" 1096870479 NA NA 0 0
"4031" 1097010458 12 15 0 0
"4032" 1098030619 15 18 0 0
"4033" 1098940379 25 28 0 0
"4034" 1098960478 NA NA 0 0
"4035" 1099660109 NA NA 0 0
"4037" 1101160429 10 13 0 0
"4038" 1101590510 NA NA 0 0
"4039" 1102240495 NA NA 0 0
"4040" 1102740940 11 14 0 0
"4041" 1103210190 14 17 0 0
"4042" 1103430525 14 17 0 0
"4043" 1103500517 9 12 0 0
"4044" 1104680449 NA NA 0 0
"4045" 1104740294 NA NA 0 0
"4046" 1105230022 NA NA 0 0
"4047" 1105570278 NA NA 0 0
"4048" 1105690423 NA NA 0 0
"4050" 1106190043 13 16 0 0
"4051" 1107090458 NA NA 0 0
"4052" 1107230929 NA NA 0 0
"4053" 1108430546 2 5 0 0
"4054" 1108920455 NA NA 0 0
"4055" 1109220078 NA NA 0 0
"4056" 1109380359 NA NA 0 0
"4057" 1109450485 NA NA 0 0
"4058" 1111640024 NA NA 0 0
"4059" 1112750442 7 10 0 0
"4060" 1113330020 NA NA 0 0
"4061" 1114050940 10 13 0 0
"4062" 1114110025 23 26 0 0
"4064" 1114900698 12 15 0 0
"4066" 1115920168 NA NA 0 0
"4067" 1116820457 NA NA 0 0
"4070" 1118700482 NA NA 0 0
"4071" 1119230943 NA NA 0 0
"4074" 1120120479 8 11 0 0
"4075" 1120650105 NA NA 0 0
"4077" 1121410517 NA NA 0 0
"4078" 1121700511 8 11 0 0
"4079" 1121980048 NA NA 0 0
"4080" 1122010514 8 11 0 0
"4081" 1122300113 NA NA 0 0
"4082" 1122460058 NA NA 0 0
"4083" 1122890269 NA NA 0 0
"4084" 1123110469 NA NA 0 0
"4085" 1123350026 23 26 0 0
"4086" 1123570019 23 26 0 0
"4087" 1123890278 13 16 0 0
"4088" 1123940164 NA 31 0 0
"4089" 1124070383 21 24 0 0
"4092" 1125080514 NA NA 0 0
"4093" 1125090289 NA NA 0 0
"4094" 1125160365 15 18 0 0
"4095" 1125170315 16 19 0 0
"4096" 1125370452 11 14 0 0
"4098" 1125410456 11 14 0 0
"4099" 1125460344 4 7 0 0
"4100" 1126850071 15 18 0 0
"4101" 1128180295 14 17 0 0
"4102" 1128380275 NA NA 0 0
"4103" 1129210695 NA NA 0 0
"4104" 1129270475 NA NA 0 0
"4105" 1130120469 NA NA 0 0
"4107" 1130430043 NA NA 0 0
"4108" 1131500042 NA NA 0 0
"4109" 1131640046 NA NA 0 0
"4110" 1134290427 7 10 0 0
"4111" 1134940104 NA NA 0 0
"4112" 1136540423 NA NA 0 0
"4113" 1136950648 NA NA 0 0
"4114" 1137370458 NA NA 0 0
"4116" 1138420046 NA NA 0 0
"4117" 1138430449 NA NA 0 0
"4118" 1138480040 NA NA 0 0
"4119" 1138570269 NA NA 0 0
"4120" 1138990269 18 21 0 0
"4121" 1139660426 8 11 0 0
"4122" 1140130385 21 24 0 0
"4123" 1140720433 9 12 0 0
"4124" 1140840512 8 11 0 0
"4125" 1141290295 NA NA 0 0
"4126" 1141520295 14 17 0 0
"4127" 1141920271 NA NA 0 0
"4128" 1141930270 NA NA 0 0
"4129" 1141930940 NA NA 0 0
"4130" 1141970821 NA NA 0 0
"4131" 1142700558 NA NA 0 0
"4133" 1143020427 8 11 0 0
"4134" 1143260437 NA NA 0 0
"4135" 1143810272 NA NA 0 0
"4136" 1144450425 8 11 0 0
"4137" 1144880944 NA NA 0 0
"4138" 1144980447 6 9 0 0
"4139" 1145720180 NA NA 0 0
"4140" 1146800296 NA NA 0 0
"4141" 1146980486 NA NA 0 0
"4142" 1147070551 18 21 0 0
"4143" 1147490485 7 10 0 0
"4144" 1148530438 8 11 0 0
"4145" 1149980376 NA NA 0 0
"4146" 1151810511 8 11 0 0
"4147" 1152130448 5 8 0 0
"4148" 1152200480 NA NA 0 1
"4149" 1153060404 8 11 0 0
"4150" 1153290431 9 12 0 0
"4151" 1153810691 NA NA 0 0
"4152" 1153930945 5 8 0 0
"4153" 1154830383 21 24 0 0
"4154" 1154940430 9 12 0 0
"4155" 1155330672 12 15 0 0
"4156" 1155560427 8 11 0 0
"4157" 1155720823 15 18 0 0
"4158" 1155920457 10 13 0 0
"4159" 1156780230 NA NA 0 0
"4160" 1157930519 NA NA 0 0
"4161" 1157940039 NA NA 0 0
"4162" 1158790359 14 17 0 0
"4163" 1159380549 NA NA 0 0
"4164" 1160220181 19 22 0 0
"4165" 1160540364 NA NA 0 0
"4166" 1160840450 10 13 0 0
"4167" 1160910187 19 22 0 0
"4168" 1161030225 13 16 0 0
"4169" 1161250062 2 5 0 0
"4170" 1161490510 NA NA 0 0
"4171" 1162240187 NA NA 0 0
"4172" 1162440274 NA NA 0 0
"4173" 1162650278 NA NA 0 0
"4175" 1163010522 NA NA 0 0
"4176" 1163030868 NA NA 0 0
"4177" 1163130940 8 11 0 0
"4181" 1164150277 NA NA 0 0
"4182" 1164230046 12 15 0 0
"4183" 1164400508 NA NA 0 0
"4184" 1164510455 NA NA 0 0
"4185" 1165130550 17 20 0 0
"4186" 1166040641 NA NA 0 0
"4187" 1166250521 NA NA 0 0
"4189" 1166510734 18 21 0 0
"4190" 1166530435 9 12 0 0
"4191" 1166960549 18 21 0 0
"4192" 1167940278 NA NA 0 0
"4193" 1168290392 7 10 0 0
"4194" 1168300274 NA NA 0 0
"4195" 1168440278 NA NA 0 0
"4196" 1168680691 NA NA 0 0
"4197" 1168710142 18 21 0 0
"4199" 1169120275 18 21 0 0
"4200" 1169160899 NA NA 0 0
"4201" 1169360368 NA NA 0 0
"4203" 1170120181 NA NA 0 0
"4204" 1170740277 NA NA 0 0
"4205" 1171040519 12 15 0 0
"4206" 1171480452 9 12 0 0
"4207" 1171520181 NA NA 0 0
"4208" 1171530404 NA NA 0 0
"4209" 1171810277 18 21 0 0
"4210" 1172040940 NA NA 0 0
"4211" 1172210129 NA NA 0 0
"4213" 1172390188 18 21 0 0
"4214" 1172570672 9 12 0 0
"4215" 1173220160 NA NA 0 0
"4216" 1173470237 NA NA 0 0
"4217" 1174190446 NA NA 0 0
"4220" 1175130888 NA NA 0 0
"4221" 1175220458 NA NA 0 0
"4222" 1175400669 NA NA 0 0
"4223" 1175710044 NA NA 0 0
"4224" 1175740231 NA 14 0 0
"4225" 1176030450 NA NA 0 0
"4228" 1179390470 NA NA 0 0
"4229" 1179730436 NA NA 0 0
"4230" 1180070368 NA NA 0 0
"4232" 1182390111 17 20 0 0
"4233" 1183540078 NA NA 0 0
"4234" 1184160488 5 8 0 0
"4235" 1185510309 NA NA 0 0
"4236" 1185760948 7 10 0 0
"4238" 1187000517 NA NA 0 0
"4239" 1188320451 10 13 0 0
"4240" 1190050475 NA NA 0 0
"4241" 1190200435 8 11 0 0
"4242" 1190600691 NA NA 0 0
"4243" 1190780269 17 20 0 0
"4244" 1191020452 NA NA 0 0
"4245" 1191470144 NA NA 0 0
"4247" 1192170511 NA NA 0 0
"4249" 1192310133 NA NA 0 0
"4250" 1193240519 12 15 0 0
"4251" 1194320270 NA NA 0 0
"4252" 1195160269 17 20 0 0
"4253" 1196020167 NA 31 0 0
"4254" 1196260888 NA NA 0 0
"4255" 1196420623 15 18 0 0
"4256" 1196520448 4 7 0 0
"4258" 1198270141 18 21 0 0
"4259" 1198280132 NA NA 0 0
"4260" 1198340457 9 12 0 0
"4261" 1198590522 12 15 0 0
"4262" 1199520643 NA NA 0 0
"4263" 1199550368 12 15 0 0
"4264" 1200350360 NA NA 0 0
"4265" 1200560339 1 4 0 0
"4267" 1201660940 7 10 0 0
"4268" 1201840476 NA NA 0 0
"4269" 1203670194 NA NA 0 0
"4270" 1204470487 5 8 0 0
"4271" 1205190142 NA NA 0 0
"4272" 1205640599 NA NA 0 0
"4273" 1205680439 3 6 0 0
"4274" 1205950271 NA NA 0 0
"4276" 1206980137 NA NA 0 0
"4277" 1207620021 NA NA 0 0
"4278" 1207640607 12 15 0 0
"4280" 1208070408 6 9 0 0
"4281" 1208310408 NA NA 0 0
"4282" 1209020527 11 14 0 0
"4283" 1209110161 NA NA 0 0
"4285" 1209580777 NA NA 0 0
"4286" 1210060181 NA NA 0 0
"4287" 1210070180 18 21 0 0
"4288" 1210230519 NA NA 0 0
"4289" 1210300140 17 20 0 0
"4290" 1210920483 4 7 0 0
"4291" 1210950175 NA NA 0 0
"4292" 1212160451 NA NA 0 0
"4293" 1212250145 NA NA 0 0
"4294" 1212470454 NA NA 0 0
"4295" 1212520141 18 21 0 0
"4296" 1212660145 18 21 0 0
"4298" 1212830862 NA NA 0 0
"4299" 1213050039 11 14 0 0
"4301" 1213190480 4 7 0 0
"4302" 1213340143 17 20 0 0
"4303" 1214160136 NA NA 0 0
"4304" 1214210840 NA NA 0 0
"4305" 1215060517 NA NA 0 0
"4306" 1215420364 NA NA 0 0
"4307" 1215420497 22 25 0 0
"4308" 1215660522 NA NA 0 0
"4309" 1215740480 4 7 0 0
"4310" 1216480136 NA NA 0 0
"4311" 1216650175 NA NA 0 0
"4315" 1217660363 NA NA 0 0
"4316" 1217800605 13 16 0 0
"4317" 1218460185 NA NA 0 0
"4318" 1218580438 7 10 0 0
"4319" 1218880242 NA NA 0 0
"4320" 1219090825 NA NA 0 0
"4321" 1219120473 NA NA 0 0
"4322" 1219320362 NA NA 0 0
"4323" 1219480364 NA NA 0 0
"4325" 1220540172 NA NA 0 0
"4326" 1221000945 NA NA 0 0
"4327" 1221030488 4 7 0 0
"4328" 1221050213 NA NA 0 0
"4329" 1221550212 NA NA 0 0
"4330" 1221620437 8 11 0 0
"4331" 1221630212 17 20 0 0
"4332" 1221630509 NA NA 0 0
"4333" 1222040361 NA NA 0 0
"4334" 1222270513 5 8 0 0
"4335" 1222510660 NA NA 0 0
"4336" 1222720450 8 11 0 0
"4337" 1222780677 NA NA 0 0
"4339" 1223240192 NA NA 0 0
"4340" 1224600162 26 29 0 0
"4341" 1225060663 NA NA 0 0
"4342" 1225510188 18 21 0 0
"4343" 1225530475 NA NA 0 0
"4344" 1225540037 NA NA 0 0
"4345" 1225580181 NA NA 0 0
"4346" 1225850188 NA NA 0 0
"4347" 1226270030 NA NA 0 0
"4348" 1226330438 NA 11 0 0
"4350" 1227030177 18 21 0 0
"4351" 1227680029 NA NA 0 0
"4352" 1227680435 7 10 0 0
"4353" 1228010450 8 11 0 0
"4354" 1228470521 11 14 0 0
"4355" 1229030431 8 11 0 0
"4356" 1229080527 NA NA 0 0
"4357" 1229100036 18 21 0 0
"4358" 1229510473 12 15 0 0
"4359" 1229890032 NA NA 0 0
"4361" 1230410077 13 16 0 0
"4362" 1230880170 NA NA 0 0
"4363" 1231260513 NA NA 0 0
"4364" 1231300145 17 20 0 0
"4365" 1231380246 NA NA 0 0
"4366" 1231460254 18 21 0 0
"4367" 1232070250 NA NA 0 0
"4368" 1232130145 NA NA 0 0
"4370" 1232210483 4 7 0 0
"4372" 1233410272 16 19 0 0
"4373" 1233430676 8 11 0 0
"4374" 1233450674 8 11 0 0
"4375" 1233690170 NA NA 0 0
"4376" 1233800944 NA NA 0 0
"4377" 1233810943 5 8 0 0
"4378" 1234260270 NA NA 0 0
"4379" 1234510029 NA NA 0 0
"4380" 1234570429 NA NA 0 0
"4381" 1234760030 18 21 0 0
"4383" 1235130457 NA NA 0 0
"4384" 1236210943 NA NA 0 0
"4385" 1236800420 6 9 0 0
"4387" 1237400030 18 21 0 0
"4390" 1238550395 6 9 0 0
"4392" 1239220129 NA NA 0 0
"4393" 1239350249 NA NA 0 0
"4395" 1240140706 NA NA 0 0
"4396" 1240370675 NA NA 0 0
"4397" 1240790484 2 5 0 0
"4399" 1241790689 9 12 0 0
"4400" 1241800249 NA NA 0 0
"4401" 1242080934 NA NA 0 0
"4402" 1242240455 8 11 0 0
"4403" 1243080180 18 21 0 0
"4405" 1244320411 NA NA 0 0
"4406" 1245090451 8 11 0 0
"4407" 1245140594 NA NA 0 0
"4408" 1245500410 NA NA 0 0
"4410" 1246340558 16 19 0 0
"4413" 1247040487 3 6 0 0
"4414" 1248480029 NA NA 0 0
"4415" 1248510257 NA NA 0 0
"4416" 1248640450 NA NA 0 0
"4417" 1248710195 11 14 0 0
"4418" 1248730482 NA NA 0 0
"4419" 1248920414 NA NA 0 0
"4420" 1248930272 16 19 0 0
"4421" 1248960048 NA NA 0 0
"4422" 1249150177 18 21 0 0
"4423" 1250140174 NA NA 0 0
"4424" 1250290912 NA NA 0 0
"4425" 1250490413 NA NA 0 0
"4426" 1250620142 17 20 0 0
"4427" 1250770731 NA NA 0 0
"4428" 1250820593 24 27 0 0
"4429" 1251140041 NA NA 0 0
"4430" 1251280698 NA NA 0 0
"4431" 1251500046 10 13 0 0
"4432" 1252280473 10 13 0 0
"4434" 1253530520 10 13 0 0
"4435" 1253940414 17 20 0 0
"4436" 1254860173 NA NA 0 0
"4437" 1255000249 NA NA 0 0
"4438" 1255260522 10 13 0 0
"4439" 1255420241 NA NA 0 0
"4441" 1255490418 NA NA 0 0
"4442" 1255680174 NA NA 0 0
"4443" 1256040170 NA NA 0 0
"4444" 1256130674 6 9 0 0
"4446" 1256710236 NA NA 0 0
"4447" 1256870048 10 13 0 0
"4448" 1257020255 NA NA 0 0
"4449" 1257760073 12 15 0 0
"4450" 1258040673 NA NA 0 0
"4451" 1258190676 NA NA 0 0
"4452" 1258300374 NA NA 0 0
"4453" 1258600377 18 21 0 0
"4455" 1259210176 NA NA 0 0
"4457" 1259710241 NA 21 0 0
"4458" 1260360250 NA NA 0 0
"4459" 1261360316 NA NA 0 0
"4460" 1261510670 8 11 0 0
"4461" 1261550411 NA NA 0 0
"4462" 1261900178 NA NA 0 0
"4463" 1262420729 NA NA 0 0
"4465" 1263560392 5 8 0 0
"4466" 1263670175 NA NA 0 0
"4467" 1263730177 NA NA 0 0
"4468" 1263920174 18 21 0 0
"4470" 1264300309 NA NA 0 0
"4471" 1264800482 NA NA 0 0
"4472" 1264860130 NA NA 0 0
"4474" 1265230077 NA NA 0 0
"4475" 1265320373 NA NA 0 0
"4476" 1265610138 NA NA 0 0
"4478" 1266410371 NA NA 0 0
"4479" 1266450674 7 10 0 0
"4480" 1267440253 18 21 0 0
"4481" 1268190526 9 12 0 0
"4482" 1268310298 13 16 0 0
"4483" 1268390249 NA NA 0 0
"4484" 1268770376 NA NA 0 0
"4486" 1270140254 NA NA 0 0
"4487" 1270710410 17 20 0 0
"4489" 1271060161 NA NA 0 0
"4490" 1271600040 NA NA 0 0
"4491" 1272090373 18 21 0 0
"4492" 1272440256 NA NA 0 0
"4494" 1272990366 12 15 0 0
"4496" 1273990183 17 20 0 0
"4499" 1275490258 NA NA 0 0
"4500" 1275670478 NA NA 0 0
"4501" 1275930245 NA NA 0 0
"4502" 1277300257 NA NA 0 0
"4503" 1278180252 NA NA 0 0
"4504" 1278190251 18 21 0 0
"4505" 1278340392 4 7 0 0
"4506" 1280350132 17 20 0 0
"4507" 1280390451 8 11 0 0
"4508" 1280620476 11 14 0 0
"4509" 1280740738 17 20 0 0
"4510" 1281010230 8 11 0 0
"4511" 1281650183 NA NA 0 0
"4512" 1281990191 NA NA 0 0
"4513" 1282030253 NA NA 0 0
"4514" 1282040368 11 14 0 0
"4515" 1282490373 NA NA 0 0
"4516" 1282550374 NA NA 0 0
"4517" 1283080189 NA NA 0 0
"4518" 1283950292 12 15 0 0
"4519" 1284300364 11 14 0 0
"4521" 1285140371 NA NA 0 0
"4522" 1285670245 NA NA 0 0
"4523" 1286380042 9 12 0 0
"4524" 1286440044 9 12 0 0
"4526" 1286980361 11 14 0 0
"4527" 1287230246 NA NA 0 0
"4528" 1287570138 NA NA 0 0
"4529" 1287820111 14 17 0 0
"4530" 1287850373 NA NA 0 0
"4531" 1288180275 NA NA 0 0
"4532" 1288330375 17 20 0 0
"4533" 1288360479 1 4 0 0
"4534" 1288680621 NA NA 0 0
"4535" 1288700197 NA NA 0 0
"4536" 1288810277 0 3 0 0
"4537" 1289140245 NA NA 0 0
"4538" 1289390129 17 20 0 0
"4539" 1289420134 NA NA 0 0
"4540" 1289530437 NA NA 0 0
"4541" 1290150068 NA 30 0 0
"4542" 1290200137 NA NA 0 0
"4543" 1290570372 NA NA 0 0
"4544" 1290850246 NA NA 0 0
"4545" 1290970242 NA NA 0 0
"4546" 1291010939 3 6 0 0
"4547" 1291030186 NA NA 0 0
"4548" 1291130242 NA NA 0 0
"4549" 1291180072 11 14 0 0
"4550" 1291400025 NA NA 0 0
"4551" 1291940947 3 6 0 0
"4552" 1292560239 NA NA 0 0
"4553" 1293010525 8 11 0 0
"4554" 1293220132 NA NA 0 0
"4555" 1293500673 NA NA 0 0
"4556" 1293700372 NA NA 0 0
"4557" 1293900162 NA NA 0 0
"4558" 1293970421 NA NA 0 0
"4560" 1294840399 2 5 0 0
"4561" 1295030174 NA NA 0 0
"4562" 1295790520 9 12 0 0
"4563" 1296350365 NA NA 0 0
"4564" 1296720930 NA NA 0 0
"4566" 1297280397 4 7 0 0
"4567" 1298900423 3 6 0 0
"4569" 1299940939 2 5 0 0
"4570" 1300250247 NA NA 0 0
"4571" 1300270245 NA NA 0 0
"4572" 1300860276 NA NA 0 0
"4573" 1301530605 NA NA 0 0
"4575" 1302030860 NA NA 0 0
"4576" 1303170491 NA NA 0 0
"4577" 1303890453 NA 10 0 0
"4578" 1304010175 NA NA 0 0
"4579" 1304030363 11 14 0 0
"4581" 1305180514 3 6 0 0
"4582" 1305930512 NA NA 0 0
"4583" 1306050138 NA NA 0 0
"4584" 1306170076 11 14 0 0
"4585" 1306870254 NA NA 0 0
"4586" 1307740695 7 10 0 0
"4587" 1308390367 NA NA 0 0
"4588" 1308950442 NA 16 0 0
"4589" 1311360035 NA NA 0 0
"4590" 1311800360 11 14 0 0
"4591" 1312480212 15 18 0 0
"4592" 1313140070 NA NA 0 0
"4593" 1313830043 8 11 0 0
"4594" 1314180258 17 20 0 0
"4596" 1315230557 7 10 0 0
"4597" 1315250422 3 6 0 0
"4598" 1315810621 NA NA 0 0
"4599" 1315980945 2 5 0 0
"4600" 1316420164 31 34 0 0
"4601" 1316500072 11 14 0 0
"4604" 1319750409 NA NA 0 0
"4605" 1319940432 NA NA 0 0
"4606" 1320580136 NA NA 0 0
"4607" 1320661009 NA NA 0 0
"4608" 1321400251 NA NA 0 0
"4609" 1321800418 NA NA 0 0
"4611" 1322260753 NA NA 0 0
"4612" 1322370494 NA NA 0 0
"4613" 1322820944 2 5 0 0
"4614" 1323210178 16 19 0 0
"4615" 1324270940 2 5 0 0
"4616" 1324290138 NA NA 0 0
"4618" 1325170644 NA NA 0 0
"4620" 1325610144 NA NA 0 0
"4621" 1326330072 NA NA 0 0
"4622" 1326780516 NA NA 0 0
"4623" 1327050414 16 19 0 0
"4624" 1327320255 NA NA 0 0
"4625" 1327600523 NA NA 0 0
"4626" 1328320477 9 12 0 0
"4627" 1329250392 2 5 0 0
"4629" 1330710194 NA NA 0 0
"4631" 1331880376 NA NA 0 0
"4634" 1332840130 16 19 0 0
"4635" 1333240405 2 5 0 0
"4636" 1333300043 8 11 0 0
"4637" 1333950144 NA NA 0 0
"4639" 1335710140 16 19 0 0
"4640" 1335950249 16 19 0 0
"4641" 1336230247 NA NA 0 0
"4642" 1337440571 8 11 0 0
"4643" 1337650195 NA NA 0 0
"4644" 1337860422 2 5 0 0
"4645" 1337890932 15 18 0 0
"4646" 1337990211 NA NA 0 0
"4647" 1338070377 NA NA 0 0
"4648" 1338810309 14 17 0 0
"4649" 1339450214 15 18 0 0
"4651" 1340790450 6 9 0 0
"4652" 1341930021 NA NA 0 0
"4653" 1341980133 NA NA 0 0
"4654" 1342160454 NA NA 0 0
"4655" 1342660676 NA NA 0 0
"4656" 1343410452 NA NA 0 0
"4657" 1344210140 16 19 0 0
"4658" 1345340375 NA NA 0 0
"4659" 1345370753 11 14 0 0
"4660" 1345980048 8 11 0 0
"4661" 1346020471 9 12 0 0
"4662" 1347040361 10 13 0 0
"4664" 1348440602 NA NA 0 0
"4665" 1349080134 NA NA 0 0
"4666" 1349300573 NA NA 0 0
"4667" 1349740232 6 9 0 1
"4669" 1350560469 8 11 0 0
"4670" 1351520457 NA NA 0 0
"4671" 1351960371 NA NA 0 0
"4672" 1352250228 NA NA 0 0
"4673" 1353960361 10 13 0 0
"4677" 1357320422 NA NA 0 0
"4678" 1357870069 NA NA 0 0
"4679" 1358910643 NA NA 0 0
"4680" 1359570519 NA NA 0 0
"4681" 1360210198 9 12 0 0
"4682" 1360670037 16 19 0 0
"4683" 1360950041 7 10 0 0
"4684" 1361360513 2 5 0 0
"4685" 1362350422 2 5 0 0
"4686" 1362490525 NA NA 0 0
"4687" 1362790528 6 9 0 0
"4688" 1363470377 16 19 0 0
"4689" 1363640524 6 9 0 0
"4690" 1364060367 NA NA 0 0
"4691" 1365510246 NA NA 0 0
"4692" 1366700077 NA NA 0 0
"4693" 1367220289 NA NA 0 0
"4694" 1367670212 NA NA 0 0
"4695" 1368240255 NA NA 0 0
"4696" 1368400163 NA NA 0 0
"4697" 1369180574 NA NA 0 0
"4698" 1369340160 29 32 0 0
"4699" 1370970070 10 13 0 1
"4700" 1371200129 14 17 0 0
"4702" 1371310251 NA NA 0 0
"4704" 1371960169 NA NA 0 0
"4707" 1374670039 7 10 0 0
"4708" 1374760576 NA NA 0 0
"4709" 1375390431 4 7 0 0
"4710" 1375830071 NA NA 0 0
"4711" 1376240023 NA NA 0 0
"4712" 1376380457 4 7 0 0
"4714" 1377790497 NA NA 0 0
"4715" 1378600133 15 18 0 0
"4716" 1378710916 6 9 0 0
"4717" 1379010142 NA NA 0 0
"4718" 1380150424 1 4 0 0
"4719" 1380260868 4 7 0 0
"4720" 1380510552 NA NA 0 0
"4721" 1380910455 5 8 0 0
"4722" 1381370310 NA NA 0 0
"4723" 1381400174 13 16 0 0
"4724" 1381630168 NA NA 0 0
"4726" 1382570239 16 19 0 0
"4727" 1383150752 NA NA 0 0
"4728" 1383790044 NA NA 0 0
"4729" 1384660477 8 11 0 0
"4730" 1384930235 NA 3 0 0
"4731" 1385550438 3 6 0 0
"4732" 1386040371 16 19 0 0
"4736" 1387390163 NA NA 0 0
"4737" 1387660136 NA NA 0 0
"4738" 1387870469 NA NA 0 0
"4739" 1388520519 NA NA 0 0
"4741" 1389830471 7 10 0 0
"4743" 1390370145 NA NA 0 0
"4745" 1391680146 NA NA 0 0
"4746" 1391980173 NA NA 0 0
"4747" 1392160229 NA NA 0 0
"4748" 1392660360 NA NA 0 0
"4749" 1392730361 9 12 0 0
"4750" 1392970371 NA NA 0 0
"4751" 1393010367 9 12 0 0
"4752" 1393870240 NA NA 0 0
"4753" 1394400492 NA NA 0 0
"4754" 1394450398 0 3 0 0
"4755" 1395290470 7 10 0 0
"4756" 1395850497 NA NA 0 0
"4757" 1396070913 8 11 0 0
"4758" 1396240292 NA NA 0 0
"4759" 1396510363 9 12 0 0
"4760" 1396870171 NA NA 0 0
"4761" 1397380030 NA NA 0 0
"4762" 1398180074 NA NA 0 0
"4764" 1398710159 NA NA 0 0
"4765" 1398710433 NA NA 0 0
"4766" 1398750314 13 16 0 0
"4767" 1398840362 9 12 0 0
"4768" 1399110393 1 4 0 0
"4769" 1400620430 NA NA 0 0
"4770" 1401280911 NA NA 0 0
"4772" 1402930365 NA NA 0 0
"4773" 1403480170 NA NA 0 0
"4774" 1404480211 NA NA 0 0
"4775" 1404590365 NA NA 0 0
"4777" 1405990473 NA NA 0 0
"4778" 1406810175 16 19 0 0
"4779" 1407970648 NA NA 0 0
"4780" 1408560216 NA NA 0 0
"4781" 1410060312 NA NA 0 0
"4782" 1410970179 14 17 0 0
